"MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE"
22,8,"2","3.5",8.14,4.65,"3.818250922","10",6.54,"","","","","","","07-SEOS-53.0_19890802_2_1","",""
16,4.77,"1","1.5",8.26,4.35,"3.253044115","8.77",4.85,"","","","","","","07-SEOS-22.4_19890815_2_1","",""
13,3.41,"2","3.5",6.28,9.3,"2.160065659","3.3",4.88,"","","","","","","07-OSWE-5.2_19890815_2_1","",""
23,6.47,"8","6.36",5.21,6.61,"","",6.44,"79","8.94","6.48","3.8","","","07-KEUK-0.3_19890906_1_1","",""
10,1.43,"1","1.5",8.58,3.55,"1.964204861","2.32",2.2,"","","","","","","07-SEOS-38.0_19890907_2_1","",""
20,6.82,"1","1.5",8.09,4.78,"3.159853512","8.3",5.35,"","","","","","","07-SEOS-53.0_19890907_2_1","",""
13,3.41,"2","3.5",8.6,3.5,"2.706800424","6.03",4.11,"","","","","","","07-CCAN-99.8_19890907_2_1","",""
23,8.5,"7","8.5",8.05,4.87,"3.296826408","8.98",7.71,"","","","","","","07-SEOS-22.4_19890921_2_1","",""
20,6.82,"3","4.5",8.05,4.87,"3.378787407","9.39",6.4,"","","","","","","07-OSWE-5.2_19890921_2_1","",""
11,2.79,"1","1.25",8.91,1.82,"","",1.85,"28","1.38","7.19","2.02","","","07-NINE-0.7_19900607_1_1","",""
12,3.09,"0","0",9.42,0.97,"","",1.41,"16","0","6.81","2.98","","","07-ONON-1.0_19900607_1_1","",""
7,1.15,"0","0",7.14,4.2,"","",1.65,"29","1.55","7.46","1.35","","","07-LEY-2.1_19900607_1_1","",""
15,3.97,"0","0",6.76,4.68,"","",2.76,"32","2.07","6.76","3.1","","","07-TOTA-0.8_19900619_1_1","",""
19,5.29,"3","3.61",6,5.62,"","",4.28,"45","4.27","6.95","2.62","","","07-OWAS-12.4_19900619_1_1","",""
23,6.47,"8","6.36",4.77,7.16,"","",7.18,"71","8.17","4.74","7.76","","","07-CHIT-25.0_19900619_1_1","",""
18,4.85,"5","4.72",7.55,3.69,"","",4.25,"50","5.16","6.86","2.85","","","07-COWA-3.2_19900619_1_1","",""
21,5.88,"1","1.25",6.64,4.83,"","",3.21,"41","3.63","7.82","0.45","","","07-OWAS-5.8_19900619_1_1","",""
12,3.09,"0","0",7.25,4.06,"","",1.99,"16","0","6.87","2.82","","","07-OWAS-9.7_19900619_1_1","",""
27,7.78,"10","7.27",5.53,6.21,"","",7.11,"60","6.77","5","7.5","","","07-LIME-9.0_19900619_1_1","",""
26,7.35,"8","6.36",5.43,6.34,"","",6.25,"70","8.08","6.76","3.1","","","07-KEUK-0.3_19900625_1_1","",""
22,6.18,"10","7.27",5.45,6.31,"","",6,"64","7.42","6.88","2.8","","","07-CANA-21.6_19900625_1_1","",""
18,4.85,"3","3.61",7.22,4.1,"","",3.62,"39","3.31","7.1","2.25","","","07-CANA-32.8_19900625_1_1","",""
19,6.36,"0","0",6.86,7.85,"3.248079265","8.74",5.74,"","","","","","","07-SEOS-53.0_19900625_2_1","",""
19,6.36,"2","3.5",8.33,4.17,"3.00595964","7.53",5.39,"","","","","","","07-SEOS-22.4_19900713_2_1","",""
10,1.43,"2","3.5",5.95,10,"1.990960093","2.45",4.34,"","","","","","","07-OSWE-5.2_19900713_2_1","",""
14,3.68,"1","1.25",7.2,4.12,"","",2.91,"29","1.55","6.43","3.93","","","07-OWAS-11.0_19900717_1_1","",""
22,6.18,"4","4.17",5.91,5.74,"","",4.84,"52","5.48","6.95","2.62","","","07-OWAS-12.4_19900717_1_1","",""
15,3.97,"3","3.61",5.61,6.11,"","",4.29,"49","4.92","6.86","2.85","","","07-OWAS-2.5_19900717_1_1","",""
23,6.47,"7","5.91",5.85,5.81,"","",5.42,"51","5.32","6.56","3.6","","","07-OWAS-4.0_19900717_1_1","",""
14,3.68,"3","3.61",5.84,5.83,"","",4.34,"45","4.27","6.28","4.3","","","07-OWAS-5.8_19900717_1_1","",""
19,5.29,"2","3.06",6.13,5.46,"","",4.39,"48","4.76","6.65","3.37","","","07-OWAS-8.6_19900717_1_1","",""
17,4.56,"4","4.17",6.89,4.51,"","",3.6,"46","4.44","7.87","0.32","","","07-OWAS-9.7_19900717_1_1","",""
26,10,"2","3.5",8.25,4.38,"3.965770756","10",6.97,"","","","","","","07-SEOS-53.0_19900730_2_1","",""
20,6.82,"4","6",8.93,2.68,"2.998557164","7.49",5.75,"","","","","","","07-CCAN-80.1_19900730_2_1","",""
13,3.41,"1","1.5",8.06,4.85,"2.798684014","6.49",4.06,"","","","","","","07-SEOS-22.4_19900816_2_1","",""
23,8.5,"3","4.5",7.76,5.6,"3.353165027","9.27",6.97,"","","","","","","07-SEOS-53.0_19900904_2_1","",""
20,6.82,"4","6",8.45,3.88,"2.771503945","6.36",5.77,"","","","","","","07-CCAN-80.1_19900904_2_1","",""
16,4.26,"5","4.72",5.58,6.15,"","",4.62,"56","6.13","7.27","1.83","","","07-ONON-18.2_19900918_1_1","",""
17,5.45,"3","4.5",7.98,5.05,"3.162048783","8.31",5.83,"","","","","","","07-SEOS-22.4_19900918_2_1","",""
14,3.86,"4","6",7.79,5.53,"2.803136866","6.52",5.48,"","","","","","","07-OSWE-5.2_19900918_2_1","",""
5,0.38,"0","0",5.98,5.65,"","",1.21,"11","0","8.33","0","","","07-SKAN-10.4_19920616_1_1","",""
21,5.88,"3","3.61",6.06,5.55,"","",4.32,"50","5.16","7.44","1.4","","","07-SKAN-13.1_19920616_1_1","",""
19,5.29,"3","3.61",5.82,5.85,"","",4.66,"58","6.45","7.15","2.12","","","07-SKAN-13.5_19920616_1_1","",""
28,8.06,"5","4.72",5.2,6.62,"","",6.17,"61","6.94","6.2","4.5","","","07-SKAN-2.2_19920616_1_1","",""
19,5.29,"5","4.72",5.03,6.84,"","",6.73,"76","8.65","4.34","8.16","","","07-SKAN-4.2_19920616_1_1","",""
31,8.89,"9","6.82",4.62,7.35,"","",7.16,"59","6.61","5.55","6.12","","","07-SKAN-6.7_19920616_1_1","",""
22,6.18,"6","5.45",4.96,6.92,"","",6.32,"69","7.98","5.98","5.05","","","07-SKAN-9.2_19920616_1_1","",""
21,5.88,"8","6.36",4.67,7.29,"","",5.31,"48","4.76","7.1","2.25","","","07-SKAN-10.4_19920909_1_1","",""
19,5.29,"8","6.36",4.33,7.67,"","",7.46,"80","9.04","3.57","8.93","","","07-YAWG-2.3_19930916_1_2","",""
15,3.97,"5","4.72",4.51,7.49,"","",6.49,"69","7.98","4.23","8.27","","","07-YAWG-2.3_19930916_1_3","",""
14,3.68,"3","3.61",4.86,7.05,"","",6.68,"80","9.04","2.19","10","","","07-YAWG-2.3_19930916_1_4","",""
31,8.89,"9","6.82",3.7,8.3,"","",7.29,"57","6.29","5.54","6.15","","","07-DUCH-8.3_19930916_1_1","",""
24,6.76,"10","7.27",3.81,8.19,"","",6.61,"48","4.76","5.58","6.05","","","07-DUCH-8.3_19930916_1_2","",""
29,8.33,"14","9.5",3.82,8.18,"","",8.1,"68","7.88","5.35","6.63","","","07-DUCH-8.3_19930916_1_3","",""
31,8.89,"12","8.5",4.45,7.55,"","",7.95,"75","8.56","5.5","6.25","","","07-DUCH-1.6_19930917_1_1","",""
32,9.17,"13","9",4.53,7.46,"","",7.64,"61","6.94","5.75","5.62","","","07-DUCH-1.6_19930917_1_2","",""
30,8.61,"10","7.27",4.76,7.18,"","",7.15,"60","6.77","5.64","5.9","","","07-DUCH-1.6_19930917_1_3","",""
16,4.26,"3","3.61",7.27,4.04,"","",4.81,"39","3.31","3.65","8.85","","","07-YAWG-2.3_19940712_1_1","",""
23,6.47,"6","5.45",6.19,5.39,"","",6.31,"55","5.97","4.21","8.29","","","07-YAWG-2.3_19940712_1_2","",""
23,6.47,"5","4.72",6.57,4.91,"","",6.13,"50","5.16","3.12","9.38","","","07-YAWG-2.3_19940712_1_3","",""
28,8.06,"9","6.82",5.06,6.8,"","",7.4,"61","6.94","4.13","8.37","","","07-DUCH-8.3_19940712_1_2","",""
24,6.76,"10","7.27",5.87,5.79,"","",6.92,"48","4.76","2.57","10","","","07-DUCH-8.3_19940712_1_3","",""
28,8.06,"8","6.36",5.22,6.6,"","",7.46,"57","6.29","2.58","10","","","07-DUCH-8.3_19940712_1_4","",""
16,4.26,"0","0",7.47,3.79,"","",2.65,"37","2.98","7.12","2.2","","","07-BLDY-0.1_19940927_1_1","",""
13,3.38,"1","1.25",6.62,4.85,"","",2.66,"32","2.07","7.29","1.77","","","07-BLDY-0.1_19950712_1_1","",""
16,4.26,"0","0",7.23,4.09,"","",2.42,"35","2.66","7.57","1.07","","","07-HARB-0.5_19950712_1_1","",""
12,3.09,"3","3.61",5.77,5.91,"","",3.59,"35","2.66","6.92","2.7","","","07-SAWM-0.6_19950712_1_1","",""
18,4.85,"2","3.06",7.7,3.5,"","",3.08,"38","3.15","7.67","0.83","","","07-NINE-0.7_19950712_1_1","",""
25,7.06,"5","4.72",5.71,5.99,"","",5.25,"58","6.45","7.19","2.02","","","07-TOTA-0.8_19950712_1_1","",""
18,4.85,"5","4.72",5.58,6.15,"","",4.61,"50","5.16","7.13","2.18","","","07-SCON-0.9_19950712_1_1","",""
35,10,"18","10",4.35,7.65,"","",8.31,"69","7.98","5.63","5.93","","","07-FSHO_W-1.2_19950712_1_1","",""
13,3.38,"0","0",6.35,5.19,"","",2.39,"35","2.66","7.71","0.73","","","07-ONON-1.0_19950712_1_1","",""
25,7.06,"15","10",3.01,8.99,"","",8.31,"62","7.1","4.09","8.41","","","07-FSHO-10.8_19950712_1_1","",""
19,5.29,"7","5.91",5.2,6.62,"","",4.94,"47","4.6","7.08","2.3","","","07-ONON-18.2_19950712_1_1","",""
19,5.29,"2","3.06",6.69,4.76,"","",3.55,"37","2.98","7.34","1.65","","","07-LEY-2.1_19950712_1_1","",""
17,4.56,"5","4.72",5.44,6.32,"","",4.54,"50","5.16","7.23","1.92","","","07-CHIT-3.4_19950712_1_1","",""
19,5.29,"4","4.17",6.49,5.01,"","",4.12,"48","4.76","7.45","1.37","","","07-SRAG-6.6_19950712_1_1","",""
24,6.76,"5","4.72",5.42,6.35,"","",5.07,"57","6.29","7.51","1.23","","","07-ONEI-8.6_19950712_1_1","",""
25,9.5,"5","7",8.16,4.6,"2.980886599","7.4",7.12,"","","","","","","07-CCAN-80.1_19950712_2_1","",""
23,6.47,"11","8",4.58,7.4,"","",6.71,"60","6.77","6.03","4.92","","","07-KEUK-0.3_19950713_1_1","",""
29,8.33,"11","8",5.16,6.67,"","",6.92,"64","7.42","6.32","4.2","","","07-MUDG-0.5_19950713_1_1","",""
22,8,"3","4.5",8.07,4.82,"3.0651229","7.83",6.29,"","","","","","","07-ONID-0.7_19950713_2_1","",""
20,5.59,"9","6.82",5.33,6.46,"","",6.05,"61","6.94","6.23","4.42","","","07-FALL-1.2_19950713_1_1","",""
29,8.33,"6","5.45",5.09,6.76,"","",6.03,"57","6.29","6.68","3.3","","","07-SKAN-2.2_19950713_1_1","",""
21,5.88,"9","6.82",5.29,6.51,"","",5.18,"48","4.76","7.23","1.92","","","07-CANA-21.6_19950713_1_1","",""
21,5.88,"6","5.45",5.15,6.69,"","",4.77,"48","4.76","7.58","1.05","","","07-GNAR-22.2_19950713_1_1","",""
20,6.82,"2","3.5",8.24,4.4,"3.023366942","7.62",5.58,"","","","","","","07-SEOS-22.4_19950713_2_1","",""
20,5.59,"7","5.91",5.43,6.34,"","",4.79,"46","4.44","7.34","1.65","","","07-CANA-3.5_19950713_1_1","",""
28,8.06,"8","6.36",5.54,6.2,"","",6.06,"67","7.79","7.24","1.9","","","07-FLNT-3.6_19950713_1_1","",""
16,4.26,"2","3.06",5.79,5.89,"","",4.19,"45","4.27","6.62","3.45","","","07-OWAS-4.0_19950713_1_1","",""
29,10,"6","8",7.21,6.97,"3.560329834","10",8.74,"","","","","","","07-OSWE-5.2_19950713_2_1","",""
24,9,"2","3.5",7.96,5.1,"0.558520271","0",4.4,"","","","","","","07-ONID-0.7_19950815_2_1","",""
15,4.32,"0","0",8.28,4.3,"3.007374424","7.54",4.04,"","","","","","","07-SEOS-22.4_19950815_2_1","",""
17,5.45,"2","3.5",7.77,5.58,"2.736263482","6.18",5.18,"","","","","","","07-OSWE-5.2_19950815_2_1","",""
22,8,"7","8.5",8.39,4.02,"2.806808278","6.53",6.76,"","","","","","","07-CCAN-80.1_19950815_2_1","",""
27,10,"5","7",7.56,6.1,"3.235655313","8.68",7.95,"","","","","","","07-ONID-0.7_19950921_2_1","",""
14,3.86,"2","3.5",9.2,2,"1.907834866","2.04",2.85,"","","","","","","07-SEOS-22.4_19950921_2_1","",""
20,6.82,"6","8",7.12,7.2,"3.016988876","7.58",7.4,"","","","","","","07-OSWE-5.2_19950921_2_1","",""
17,5.45,"4","6",8.92,2.7,"2.537227748","5.19",4.84,"","","","","","","07-CCAN-80.1_19950921_2_1","",""
16,4.77,"2","3.5",8.11,4.73,"1.637432713","0.69",3.42,"","","","","","","07-CCAN-99.8_19950921_2_1","",""
25,7.06,"7","5.91",4.91,6.99,"","",5.5,"53","5.65","7.24","1.9","","","07-SKAN-2.2_19960716_1_1","",""
14,3.68,"0","0",4.89,7.01,"","",3.16,"31","1.9","6.71","3.23","","","07-POOL-3.1_19960716_1_1","",""
13,3.38,"6","5.45",5.61,6.11,"","",4.89,"59","6.61","6.83","2.92","","","07-CHIT-3.4_19960716_1_1","",""
16,4.26,"4","4.17",5.71,5.99,"","",4.85,"55","5.97","6.46","3.85","","","07-STN7-3.4_19960716_1_1","",""
22,6.18,"7","5.91",5.45,6.31,"","",5.6,"60","6.77","6.87","2.82","","","07-ONEI-8.6_19960716_1_1","",""
10,2.31,"1","1.25",6.8,4.62,"","",1.7,"22","0.34","8.22","0","","","07-WDCR-8.8_19960716_1_1","",""
17,4.56,"8","6.36",4.45,7.55,"","",6.27,"80","9.04","6.46","3.85","","","07-SRAG-9.0_19960716_1_1","",""
22,6.18,"13","9",5.11,6.74,"","",6.72,"62","7.1","6.17","4.58","","","07-FALL-1.2_19960717_1_1","",""
19,5.29,"1","1.25",5.49,6.26,"","",4.47,"56","6.13","6.63","3.43","","","07-WEST-10.3_19960717_1_1","",""
29,8.33,"10","7.27",5.25,6.56,"","",7.4,"78","8.85","5.61","5.97","","","07-LILS-2.3_19960717_1_1","",""
22,6.18,"11","8",4.31,7.69,"","",6.99,"78","8.85","6.31","4.23","","","07-NAPL-2.7_19960717_1_1","",""
20,5.59,"7","5.91",5.94,5.7,"","",4.86,"57","6.29","7.68","0.8","","","07-GNAR-22.2_19960717_1_1","",""
27,7.78,"9","6.82",5.51,6.24,"","",5.59,"55","5.97","7.54","1.15","","","07-FLNT-3.6_19960717_1_1","",""
21,5.88,"10","7.27",5.25,6.56,"","",6.17,"56","6.13","6","5","","","07-LIME-9.0_19960717_1_1","",""
13,3.38,"1","1.25",5.98,5.65,"","",2.95,"43","3.95","7.8","0.5","","","07-MUDG-0.2_19960828_1_1","",""
25,7.06,"13","9",5.09,6.76,"","",6.91,"73","8.37","6.66","3.35","","","07-MUDG-0.5_19960828_1_1","",""
21,5.88,"5","4.72",5.93,5.71,"","",4.88,"45","4.27","6.47","3.83","","","07-GRBR-1.4_19960828_1_1","",""
22,6.18,"6","5.45",5.48,6.27,"","",5.81,"74","8.46","6.92","2.7","","","07-GNAR-13.7_19960828_1_1","",""
16,4.26,"8","6.36",5.98,5.65,"","",4.94,"64","7.42","7.6","1","","","07-GNAR-22.2_19960828_1_1","",""
19,5.29,"7","5.91",6.15,5.44,"","",4.43,"49","4.92","7.77","0.58","","","07-GNAR-25.5_19960828_1_1","",""
21,5.88,"5","4.72",5.65,6.06,"","",4.97,"58","6.45","7.3","1.75","","","07-GNAR-28.6_19960828_1_1","",""
19,5.29,"1","1.25",5.99,5.64,"","",3.1,"36","2.82","7.8","0.5","","","07-SMON-11.8_19980730_1_1","",""
20,5.59,"5","4.72",6.03,5.59,"","",4.12,"43","3.95","7.71","0.73","","","07-SMON-11.8_19980730_1_2","",""
22,6.18,"5","4.72",6.29,5.26,"","",4.45,"43","3.95","7.14","2.15","","","07-SMON-11.8_19980730_1_3","",""
24,6.76,"4","4.17",5.53,6.21,"","",6.3,"67","7.79","5.38","6.55","","","07-YAWG-2.3_19980730_1_1","",""
22,6.18,"2","3.06",5.43,6.34,"","",6.28,"68","7.88","4.56","7.94","","","07-YAWG-2.3_19980730_1_2","",""
21,5.88,"3","3.61",5.49,6.26,"","",6.62,"81","9.13","4.27","8.23","","","07-YAWG-2.3_19980730_1_3","",""
20,5.59,"8","6.36",4.56,7.43,"","",6.57,"77","8.75","6.11","4.72","","","07-DUCH-8.3_19980730_1_1","",""
23,6.47,"5","4.72",5.98,5.65,"","",4.61,"44","4.11","7.16","2.1","","","07-DUCH-8.3_19980730_1_2","",""
25,7.06,"7","5.91",5.58,6.15,"","",5.57,"56","6.13","6.97","2.58","","","07-DUCH-8.3_19980730_1_3","",""
32,9.17,"9","6.82",5.12,6.72,"","",6.36,"52","5.48","6.55","3.63","","","07-DUCH-1.6_19990508_1_1","",""
31,8.89,"11","8",3.74,8.26,"","",8.24,"80","9.04","5.19","7.02","","","07-DUCH-8.3_19990508_1_1","",""
25,7.06,"5","4.72",5.39,6.39,"","",5.26,"52","5.48","6.94","2.65","","","07-DUCH-1.6_19990721_1_1","",""
34,9.72,"10","7.27",5.2,6.62,"","",6.6,"56","6.13","6.69","3.27","","","07-DUCH-1.6_19990721_1_2","",""
30,8.61,"9","6.82",4.98,6.9,"","",6.3,"53","5.65","6.59","3.53","","","07-DUCH-1.6_19990721_1_3","",""
20,5.59,"4","4.17",5.73,5.96,"","",6.22,"55","5.97","3.11","9.39","","","07-YAWG-2.3_19990721_1_1","",""
18,4.85,"2","3.06",5.79,5.89,"","",5.18,"36","2.82","3.24","9.26","","","07-YAWG-2.3_19990721_1_2","",""
22,6.18,"2","3.06",6.02,5.6,"","",5.66,"45","4.27","3.3","9.2","","","07-YAWG-2.3_19990721_1_3","",""
30,8.61,"11","8",3.82,8.18,"","",7.62,"65","7.6","5.72","5.7","","","07-DUCH-8.3_19990721_1_1","",""
30,8.61,"9","6.82",3.59,8.41,"","",6.81,"57","6.29","6.44","3.9","","","07-DUCH-8.3_19990721_1_2","",""
36,10,"11","8",4.18,7.82,"","",7.54,"64","7.42","6.22","4.45","","","07-DUCH-8.3_19990721_1_3","",""
20,5.59,"2","3.06",6.39,5.14,"","",3.85,"36","2.82","6.94","2.65","","","07-SMON-11.8_20000727_1_1","",""
20,5.59,"4","4.17",6.56,4.93,"","",4.1,"40","3.47","7.07","2.32","","","07-SMON-11.8_20000727_1_2","",""
20,5.59,"3","3.61",5.91,5.74,"","",4.43,"47","4.6","6.95","2.62","","","07-SMON-11.8_20000727_1_3","",""
22,6.18,"11","8",4.31,7.69,"","",7.05,"66","7.69","5.72","5.7","","","07-DUCH-8.3_20000727_1_1","",""
31,8.89,"10","7.27",4.31,7.69,"","",7,"64","7.42","6.51","3.73","","","07-DUCH-8.3_20000727_1_2","",""
27,7.78,"11","8",4.28,7.72,"","",7.42,"74","8.46","5.95","5.12","","","07-DUCH-8.3_20000727_1_3","",""
12,2.95,"1","1.5",8.11,4.73,"2.644340026","5.72",3.73,"","","","","","","07-SEOS-38.0_20010717_2_1","",""
22,8,"1","1.5",7.67,5.83,"3.30156599","9.01",6.08,"","","","","","","07-SEOS-53.0_20010717_2_1","",""
28,10,"7","8.5",8.51,3.73,"3.556726046","10",8.06,"","","","","","","07-CCAN-80.1_20010717_2_1","",""
14,3.86,"2","3.5",7.67,5.83,"1.624687991","0.62",3.45,"","","","","","","07-CCAN-99.8_20010717_2_1","",""
22,8,"0","0",7.79,5.53,"3.411745946","9.56",5.77,"","","","","","","07-ONID-0.7_20010718_2_1","",""
13,3.41,"0","0",7.79,5.53,"1.034581985","0",2.24,"","","","","","","07-SEOS-22.4_20010718_2_1","",""
21,7.27,"3","4.5",6.71,8.22,"3.19767039","8.49",7.12,"","","","","","","07-OSWE-5.2_20010718_2_1","",""
21,5.88,"9","6.82",5.25,6.56,"","",5.75,"55","5.97","6.6","3.5","","","07-MUDG-0.5_20010821_1_1","",""
18,4.85,"3","3.61",5.33,6.46,"","",4.4,"48","4.76","7.08","2.3","","","07-GRBR-1.4_20010821_1_1","",""
21,5.88,"6","5.45",5.29,6.51,"","",4.95,"57","6.29","7.76","0.6","","","07-GNAR-22.2_20010821_1_1","",""
22,6.18,"9","6.82",4.89,7.01,"","",6.19,"59","6.61","6.26","4.35","","","07-FLNT-3.6_20010821_1_1","",""
22,6.18,"6","5.45",5.4,6.38,"","",5.14,"46","4.44","6.7","3.25","","","07-REDC-3.8_20010821_1_1","",""
12,3.09,"2","3.06",6.1,5.5,"","",3.52,"38","3.15","6.88","2.8","","","07-CANA-32.8_20010821_1_1","",""
5,0,"0","0",7.98,5.05,"0.307742739","0",1.26,"","","","","","","07-SEOS-38.0_20010821_2_1","",""
13,3.41,"1","1.5",7.88,5.3,"2.221462208","3.61",3.46,"","","","","","","07-SEOS-53.0_20010821_2_1","",""
13,3.41,"4","6",9.47,1.32,"1.275178291","0",2.68,"","","","","","","07-CCAN-80.1_20010821_2_1","",""
14,3.86,"1","1.5",7.94,5.15,"0.283397757","0",2.63,"","","","","","","07-CCAN-99.8_20010821_2_1","",""
18,4.85,"8","6.36",3.99,8.01,"","",6.44,"68","7.88","5.97","5.08","","","07-KEUK-0.3_20010822_1_1","",""
13,3.41,"2","3.5",7.69,5.77,"1.420592337","0",3.17,"","","","","","","07-ONID-0.7_20010822_2_1","",""
23,6.47,"8","6.36",3.78,8.22,"","",7.18,"79","8.94","5.64","5.9","","","07-ROCK-1.1_20010822_1_1","",""
24,6.76,"10","7.27",4.1,7.9,"","",7.01,"60","6.77","5.47","6.33","","","07-KUKA-2.4_20010822_1_1","",""
27,7.78,"10","7.27",4.21,7.79,"","",7.09,"81","9.13","6.61","3.47","","","07-SGAR-2.5_20010822_1_1","",""
24,6.76,"7","5.91",5.16,6.67,"","",5.33,"44","4.11","6.72","3.2","","","07-NAPL-2.7_20010822_1_1","",""
14,3.86,"1","1.5",9.12,2.2,"2.045829538","2.73",2.57,"","","","","","","07-SEOS-22.4_20010822_2_1","",""
16,4.26,"8","6.36",5.05,6.81,"","",4.47,"39","3.31","7.36","1.6","","","07-CANA-3.5_20010822_1_1","",""
18,5.91,"4","6",7.38,6.55,"2.964472721","7.32",6.45,"","","","","","","07-OSWE-5.2_20010822_2_1","",""
20,5.59,"9","6.82",4.56,7.43,"","",6.19,"54","5.81","5.89","5.28","","","07-BGST-6.1_20010822_1_1","",""
23,6.47,"12","8.5",4.93,6.96,"","",7.13,"74","8.46","5.89","5.28","","","07-CATH-0.1_20010823_1_1","",""
18,4.85,"6","5.45",3.79,8.21,"","",5.54,"70","8.08","7.55","1.13","","","07-SMIL-0.2_20010823_1_1","",""
30,8.61,"11","8",4.77,7.16,"","",6.97,"63","7.26","6.47","3.83","","","07-HECT-1.2_20010823_1_1","",""
25,7.06,"11","8",3.17,8.83,"","",8.14,"80","9.04","4.73","7.77","","","07-MLOD-3.5_20010823_1_1","",""
13,3.38,"0","0",8.81,1.98,"","",2,"35","2.66","7.21","1.98","","","07-HARB-0.5_20010905_1_1","",""
12,3.09,"3","3.61",5.66,6.05,"","",3.73,"40","3.47","7.03","2.42","","","07-SAWM-0.6_20010905_1_1","",""
11,2.79,"1","1.25",9.25,1.25,"","",1.65,"37","2.98","8.09","0","","","07-NINE-0.7_20010905_1_1","",""
18,4.85,"3","3.61",5.66,6.05,"","",4.57,"54","5.81","6.98","2.55","","","07-GEDD-1.4_20010905_1_1","",""
19,5.29,"2","3.06",6.74,4.7,"","",3.53,"41","3.63","7.62","0.95","","","07-LEY-2.1_20010905_1_1","",""
25,7.06,"10","7.27",3.33,8.67,"","",7.33,"70","8.08","5.77","5.58","","","07-DRES-0.2_20010911_1_1","",""
19,5.29,"11","8",4.42,7.58,"","",6.95,"56","6.13","4.73","7.77","","","07-SCRB-0.8_20010911_1_1","",""
22,6.18,"8","6.36",4.47,7.53,"","",6.89,"60","6.77","4.91","7.59","","","07-GROU-1.5_20010911_1_1","",""
30,8.61,"8","6.36",5.04,6.83,"","",6.12,"56","6.13","6.93","2.68","","","07-SCKR-1.8_20010911_1_1","",""
23,6.47,"9","6.82",3.18,8.82,"","",7.29,"67","7.79","5.38","6.55","","","07-DECK-1.9_20010911_1_1","",""
16,4.26,"3","3.61",5.43,6.34,"","",4.33,"48","4.76","6.93","2.68","","","07-ONON-18.2_20010911_1_1","",""
23,6.47,"8","6.36",5.33,6.46,"","",5.83,"49","4.92","6.02","4.95","","","07-ONON_W-2.1_20010911_1_1","",""
15,3.97,"6","5.45",5.18,6.65,"","",4.57,"39","3.31","6.61","3.47","","","07-LIME-2.8_20010911_1_1","",""
18,4.85,"6","5.45",5.68,6.03,"","",5.1,"64","7.42","7.31","1.73","","","07-CHIT-3.4_20010911_1_1","",""
27,7.78,"9","6.82",5.03,6.84,"","",6.44,"69","7.98","6.89","2.78","","","07-OWLI-3.0_20010911_1_1","",""
33,9.44,"14","9.5",5.21,6.61,"","",7.14,"61","6.94","6.71","3.23","","","07-DUCH-5.4_20010911_1_1","",""
23,6.47,"11","8",4.38,7.62,"","",6.79,"64","7.42","6.22","4.45","","","07-MURY-0.1_20010912_1_1","",""
19,5.29,"3","3.61",5.81,5.86,"","",4.31,"51","5.32","7.42","1.45","","","07-WHOS-0.3_20010912_1_1","",""
25,7.06,"16","10",3.99,8.01,"","",7.35,"66","7.69","6.41","3.97","","","07-CNCR-0.4_20010912_1_1","",""
23,6.47,"11","8",4.98,6.9,"","",6.43,"53","5.65","5.94","5.15","","","07-BLKO-0.6_20010912_1_1","",""
27,7.78,"15","10",4.47,7.53,"","",7.31,"67","7.79","6.62","3.45","","","07-SXML-0.7_20010912_1_1","",""
25,7.06,"12","8.5",5.51,6.24,"","",6.22,"56","6.13","6.73","3.17","","","07-CASC-0.8_20010912_1_1","",""
25,7.06,"13","9",5.04,6.83,"","",6.49,"49","4.92","6.14","4.65","","","07-TGHN-0.8_20010912_1_1","",""
21,5.88,"9","6.82",4.92,6.97,"","",6.33,"42","3.79","4.29","8.21","","","07-PUTN-1.1_20010912_1_1","",""
21,5.88,"15","10",2.88,9.12,"","",7.97,"60","6.77","4.42","8.08","","","07-FSHO_W-1.2_20010912_1_1","",""
23,6.47,"9","6.82",5.39,6.39,"","",6.25,"60","6.77","6.08","4.8","","","07-SMON-1.6_20010912_1_1","",""
9,1.92,"2","3.06",5.58,6.15,"","",3.26,"31","1.9","6.69","3.27","","","07-COSP-1.9_20010912_1_1","",""
27,7.78,"16","10",3.92,8.08,"","",8.28,"68","7.88","4.84","7.66","","","07-MADR-1.0_20010912_1_1","",""
26,7.35,"13","9",3.5,8.5,"","",8.08,"62","7.1","4.03","8.47","","","07-FSHO-10.8_20010912_1_1","",""
16,4.26,"8","6.36",4.29,7.71,"","",5.25,"46","4.44","6.6","3.5","","","07-CARP-2.1_20010912_1_1","",""
