SITE_ID,chemical_name,sample_date,fraction,result_value,result_unit,validator_qualifiers,Project_name,sys_sample_code,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,interpreted_qualifiers,sample_delivery_group,qaqc_date,SH_LATITUDE,SH_LONGITUDE,SH_WQ_STANDARD,SH_PWL_ID,X,INFO_TYPE
13-WALK-2.1,Calcium,10/3/2018,total,28600,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7440-70-2,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Calcium,7/10/2018,total,42300,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7440-70-2,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Calcium,7/24/2018,total,36500,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7440-70-2,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Calcium,8/16/2018,total,36000,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7440-70-2,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Calcium,9/5/2018,total,44200,ug/l,J,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7440-70-2,110,ug/l,1000,E,estimated value due to lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),10/12/2017,total,82.7,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),10/3/2018,total,38.2,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),7/10/2018,total,78.4,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),7/20/2017,total,62.3,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),7/24/2018,total,70.9,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),8/16/2018,total,46.1,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),8/2/2017,total,72.6,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),9/20/2017,total,78.9,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),9/5/2018,total,68.6,mg/l,R,Wallkill RAS 2018,13-WALK-2.1-09052018-W,16887-00-6,0.2,mg/l,2,,Accuracy error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,CHLORIDE (AS CL),9/7/2017,total,74.2,mg/l,A,Wallkill Special Study 2017,13WALK-2.1,16887-00-6,0.2,mg/l,2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,10/12/2017,total,3.73,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,479-61-8,NA,ug/l,0.22,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,10/3/2018,total,1.93,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,479-61-8,NA,ug/l,0.11,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,7/10/2018,total,17.8,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,479-61-8,NA,ug/l,0.8,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,7/20/2017,total,42.1,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,479-61-8,NA,ug/l,1.4,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,7/24/2018,total,82.7,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,479-61-8,NA,ug/l,2.4,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,8/16/2018,total,1.25,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,479-61-8,NA,ug/l,0.062,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,8/2/2017,total,68.8,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,479-61-8,NA,ug/l,3.3,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,9/20/2017,total,17.8,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,479-61-8,NA,ug/l,0.54,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,9/5/2018,total,38.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,479-61-8,NA,ug/l,1.6,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Chlorophyll A,9/7/2017,total,4.59,ug/l,A,Wallkill Special Study 2017,13WALK-2.1,479-61-8,NA,ug/l,0.25,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Conductivity at 25 Degrees Celsius,10/12/2017,total,572,umhos/cm,A,Wallkill Special Study 2017,13-WALK-2.1,COND,NA,umhos/cm,NA,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Conductivity at 25 Degrees Celsius,7/20/2017,total,431,umhos/cm,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,COND,NA,umhos/cm,NA,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Conductivity at 25 Degrees Celsius,8/2/2017,total,519,umhos/cm,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,COND,NA,umhos/cm,NA,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Conductivity at 25 Degrees Celsius,9/20/2017,total,513,umhos/cm,A,Wallkill Special Study 2017,13-WALK-2.1,COND,NA,umhos/cm,NA,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Conductivity at 25 Degrees Celsius,9/7/2017,total,538,umhos/cm,A,Wallkill Special Study 2017,13WALK-2.1,COND,NA,umhos/cm,NA,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,10/12/2017,total,2.6,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7440-50-8,0.652,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,10/3/2018,total,4.2,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,7/10/2018,total,2.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,7/20/2017,total,2.3,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7440-50-8,0.652,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,7/24/2018,total,3.7,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7440-50-8,0.66,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,8/16/2018,total,4.8,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7440-50-8,0.66,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,8/2/2017,total,2.2,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7440-50-8,0.652,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,9/20/2017,total,2.5,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7440-50-8,0.652,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,9/5/2018,total,2.7,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7440-50-8,0.66,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Copper,9/7/2017,total,2.5,ug/l,A,Wallkill Special Study 2017,13WALK-2.1,7440-50-8,0.652,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),10/12/2017,total,153,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,HARD,0.5,mg/l,13,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),10/3/2018,total,102,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,HARD,NA,mg/l,6.62,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),7/10/2018,total,151,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,HARD,NA,mg/l,6.62,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),7/20/2017,total,140,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,HARD,0.4,mg/l,10,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),7/24/2018,total,130,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,HARD,NA,mg/l,6.62,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),8/16/2018,total,121,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,HARD,NA,mg/l,6.62,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),8/2/2017,total,153,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,HARD,0.5,mg/l,13,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),9/20/2017,total,154,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,HARD,0.4,mg/l,10,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),9/5/2018,total,163,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,HARD,NA,mg/l,6.62,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,HARDNESS (AS CACO3),9/7/2017,total,173,mg/l,A,Wallkill Special Study 2017,13WALK-2.1,HARD,0.5,mg/l,13,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,10/12/2017,total,246,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7439-89-6,55.4,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,10/3/2018,total,1700,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7439-89-6,13,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,7/10/2018,total,361,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7439-89-6,13,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,7/20/2017,total,378,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7439-89-6,55.4,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,7/24/2018,total,1040,ug/l,R,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7439-89-6,13,ug/l,100,N,lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,8/16/2018,total,1410,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7439-89-6,13,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,8/2/2017,total,215,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7439-89-6,55.4,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,9/20/2017,total,208,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7439-89-6,55.4,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,9/5/2018,total,297,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7439-89-6,13,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Iron,9/7/2017,total,410,ug/l,A,Wallkill Special Study 2017,13WALK-2.1,7439-89-6,55.4,ug/l,100,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,10/12/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13-WALK-2.1,7439-92-1,0.405,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,10/3/2018,total,1.8,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7439-92-1,0.067,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,7/10/2018,total,0.61,ug/l,J,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7439-92-1,0.067,ug/l,1,J,estimated value due to lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,7/20/2017,total,0.53,ug/l,J,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7439-92-1,0.405,ug/l,1,J,estimated value due to lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,7/24/2018,total,2.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7439-92-1,0.067,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,8/16/2018,total,1.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7439-92-1,0.067,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,8/2/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7439-92-1,0.405,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,9/20/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13-WALK-2.1,7439-92-1,0.405,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,9/5/2018,total,0.46,ug/l,J,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7439-92-1,0.067,ug/l,1,J,estimated value due to lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Lead,9/7/2017,total,0.59,ug/l,J,Wallkill Special Study 2017,13WALK-2.1,7439-92-1,0.405,ug/l,1,J,estimated value due to lab error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,10/12/2017,total,11100,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7439-95-4,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,10/3/2018,total,7360,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,7/10/2018,total,11100,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,7/20/2017,total,9150,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7439-95-4,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,7/24/2018,total,9290,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7439-95-4,29,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,8/16/2018,total,7620,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7439-95-4,29,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,8/2/2017,total,10500,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7439-95-4,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,9/20/2017,total,10400,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7439-95-4,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,9/5/2018,total,12700,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Magnesium,9/7/2017,total,9910,ug/l,A,Wallkill Special Study 2017,13WALK-2.1,7439-95-4,110,ug/l,1000,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,10/12/2017,total,1.9,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7440-02-0,0.45,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,10/3/2018,total,2.5,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,7/10/2018,total,1.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,7/20/2017,total,2,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7440-02-0,0.45,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,7/24/2018,total,2.2,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7440-02-0,0.26,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,8/16/2018,total,2.9,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7440-02-0,0.26,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,8/2/2017,total,2,ug/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7440-02-0,0.45,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,9/20/2017,total,1.8,ug/l,A,Wallkill Special Study 2017,13-WALK-2.1,7440-02-0,0.45,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,9/5/2018,total,1.4,ug/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nickel,9/7/2017,total,2.8,ug/l,A,Wallkill Special Study 2017,13WALK-2.1,7440-02-0,0.45,ug/l,1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,10/12/2017,total,0.75,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,10/3/2018,total,0.65,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,7/10/2018,total,0.09,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,7/20/2017,total,0.51,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,NO3NO2N,0.0025,mg/l,0.0025,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,7/24/2018,total,0.04,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,8/16/2018,total,1.67,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,8/2/2017,total,0.42,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,NO3NO2N,0.0025,mg/l,0.0025,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,9/20/2017,total,0.76,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,9/5/2018,total,0.8,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrate+Nitrite as Nitrogen,9/7/2017,total,0.82,mg/l,A,Wallkill Special Study 2017,13WALK-2.1,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrogen,10/3/2018,total,1.47,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,KN,NA,mg/l,0.1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrogen,7/10/2018,total,1.09,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07102018-W,KN,NA,mg/l,0.2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrogen,7/24/2018,total,1.15,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,KN,NA,mg/l,0.2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrogen,8/16/2018,total,2.98,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,KN,NA,mg/l,0.2,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,Nitrogen,9/5/2018,total,1.44,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,KN,NA,mg/l,0.1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",10/12/2017,total,0.16,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",10/3/2018,total,0.03,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",7/10/2018,total,0.24,mg/l,J,Wallkill RAS 2018,13-WALK-2.1-07102018-W,7664-41-7,8.00E-04,mg/l,0.005,,estimated value due to Equipment Blank error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",7/20/2017,total,0.02,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_07202017_WS,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",7/24/2018,total,0.02,mg/l,R,Wallkill RAS 2018,13-WALK-2.1-07242018-WS,7664-41-7,8.00E-04,mg/l,0.005,,Precision error,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",8/16/2018,total,0.04,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-081618-WS,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",8/2/2017,total,0.01,mg/l,A,Wallkill Special Study 2017,13WALK-2.1_08022017-WS,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",9/20/2017,total,0.08,mg/l,A,Wallkill Special Study 2017,13-WALK-2.1,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",9/5/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-09052018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"Nitrogen, ammonia (As N)",9/7/2017,total,0.11,mg/l,A,Wallkill Special Study 2017,13WALK-2.1,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
13-WALK-2.1,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,total,0.82,mg/l,A,Wallkill RAS 2018,13-WALK-2.1-10032018-W,KN,0.08,mg/l,0.1,,,NA,NA,41.825296,-74.047202,B,1306-0027,NA,NA
