"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"08-DEER-18.5_20120711_1_1",24,6.76,12,8.5,5.18,6.65,NA,NA,6.72,56,6.13,5.78,5.55,NA,NA,NA,NA,"08-DEER-18.5","7/11/2012",1,"Kick:Standard"
"08-DEER-2.0_20020827_1_1",22,6.18,14,9.5,3.39,8.61,NA,NA,7.71,79,8.94,5.87,5.32,NA,NA,NA,NA,"08-DEER-2.0","8/27/2002",1,"Kick:Standard"
"08-DEER-2.0_20030904_1_1",15,3.97,11,8,3.28,8.72,NA,NA,6.57,51,5.32,5.26,6.85,NA,NA,NA,NA,"08-DEER-2.0","9/4/2003",1,"Kick:Standard"
"08-DEER-2.0_20070926_1_1",26,7.35,12,8.5,3.98,8.02,NA,NA,7.71,82,9.23,5.82,5.45,NA,NA,NA,NA,"08-DEER-2.0","9/26/2007",1,"Kick:Standard"
"08-DEER-27.6_20120711_1_1",32,9.17,12,8.5,3.6,8.4,NA,NA,7.98,69,7.98,5.67,5.83,NA,NA,NA,NA,"08-DEER-27.6","7/11/2012",1,"Kick:Standard"
"08-DEER-8.3_19960917_1_1",24,6.76,14,9.5,4.27,7.73,NA,NA,7.12,51,5.32,5.49,6.27,NA,NA,NA,NA,"08-DEER-8.3","9/17/1996",1,"Kick:Standard"
"08-DEER-8.3_20020827_1_1",27,7.78,13,9,3.78,8.22,NA,NA,7.81,76,8.65,5.84,5.4,NA,NA,NA,NA,"08-DEER-8.3","8/27/2002",1,"Kick:Standard"
"08-DEER-8.3_20120711_1_1",23,6.47,12,8.5,4.21,7.79,NA,NA,6.71,55,5.97,6.07,4.82,NA,NA,NA,NA,"08-DEER-8.3","7/11/2012",1,"Kick:Standard"
"08-DEER-8.3_20170913_1_1",20,5.59,12,8.5,4.95,6.94,NA,NA,6.88,71,8.17,5.91,5.22,NA,NA,NA,NA,"08-DEER-8.3","9/13/2017",1,"Kick:Standard"
"08-DEER_W-2.2_20070926_1_1",24,6.76,13,9,4.2,7.8,NA,NA,7.61,77,8.75,5.7,5.75,NA,NA,NA,NA,"08-DEER_W-2.2","9/26/2007",1,"Kick:Standard"
"08-DEER_W-2.2_20120711_1_1",20,5.59,10,7.27,4.62,7.35,NA,NA,6.05,50,5.16,6.05,4.88,NA,NA,NA,NA,"08-DEER_W-2.2","7/11/2012",1,"Kick:Standard"
"08-DEER_W-2.2_20170913_1_1",23,6.47,14,9.5,4.85,7.06,NA,NA,7.61,77,8.75,5.5,6.25,NA,NA,NA,NA,"08-DEER_W-2.2","9/13/2017",1,"Kick:Standard"
"08-DOUG-0.8_20020827_1_1",26,7.35,8,6.36,4.18,7.82,NA,NA,6.71,60,6.77,5.9,5.25,NA,NA,NA,NA,"08-DOUG-0.8","8/27/2002",1,"Kick:Standard"
"08-EAGL-1.0_20070926_1_1",11,2.79,5,4.72,3.39,8.61,NA,NA,5.24,58,6.45,6.55,3.63,NA,NA,NA,NA,"08-EAGL-1.0","9/26/2007",1,"Kick:Standard"
"08-EAGL-1.0_20170912_1_1",21,5.88,5,4.72,4.87,7.04,NA,NA,4.51,49,4.92,8.15,0,NA,NA,NA,NA,"08-EAGL-1.0","9/12/2017",1,"Kick:Standard"
"08-EDIK-3.7_20070926_1_1",27,7.78,13,9,3.96,8.04,NA,NA,8.13,83,9.33,5.4,6.5,NA,NA,NA,NA,"08-EDIK-3.7","9/26/2007",1,"Kick:Standard"
"08-EDIK-3.7_20170913_1_1",31,8.89,14,9.5,3.38,8.62,NA,NA,8.69,80,9.04,5.03,7.42,NA,NA,NA,NA,"08-EDIK-3.7","9/13/2017",1,"Kick:Standard"
"08-FALK-0.3_20070925_1_1",18,4.85,12,8.5,1.79,10,NA,NA,7.73,60,6.77,3.96,8.54,NA,NA,NA,NA,"08-FALK-0.3","9/25/2007",1,"Kick:Standard"
"08-FELT-0.3_19960917_1_1",18,4.85,6,5.45,4.58,7.4,NA,NA,5.87,62,7.1,6.18,4.55,NA,NA,NA,NA,"08-FELT-0.3","9/17/1996",1,"Kick:Standard"
"08-FELT-0.3_20020827_1_1",17,4.56,8,6.36,4.08,7.92,NA,NA,6.62,72,8.27,5.6,6,NA,NA,NA,NA,"08-FELT-0.3","8/27/2002",1,"Kick:Standard"
"08-FELT-0.3_20170912_1_1",25,7.06,10,7.27,5.32,6.47,NA,NA,6.52,52,5.48,5.48,6.3,NA,NA,NA,NA,"08-FELT-0.3","9/12/2017",1,"Kick:Standard"
"08-FSHB-1.3_20020828_1_1",22,6.18,7,5.91,5.07,6.79,NA,NA,6.22,58,6.45,5.69,5.77,NA,NA,NA,NA,"08-FSHB-1.3","8/28/2002",1,"Kick:Standard"
"08-FSHC-0.8_19960918_1_1",22,6.18,18,10,2.51,9.49,NA,NA,8.33,60,6.77,3.28,9.22,NA,NA,NA,NA,"08-FSHC-0.8","9/18/1996",1,"Kick:Standard"
"08-FSHC-0.8_20020827_1_1",26,7.35,13,9,3.86,8.14,NA,NA,8.56,80,9.04,3.25,9.25,NA,NA,NA,NA,"08-FSHC-0.8","8/27/2002",1,"Kick:Standard"
"08-FSHC-0.8_20170912_1_1",25,7.06,15,10,2.94,9.06,NA,NA,8.25,75,8.56,5.37,6.57,NA,NA,NA,NA,"08-FSHC-0.8","9/12/2017",1,"Kick:Standard"
"08-HARV-1.5_20020827_1_1",31,8.89,16,10,2.55,9.45,NA,NA,8.49,56,6.13,4.52,7.98,NA,NA,NA,NA,"08-HARV-1.5","8/27/2002",1,"Kick:Standard"
"08-HODG-0.1_20020827_1_1",15,3.97,2,3.06,6.25,5.31,NA,NA,3.47,42,3.79,7.51,1.23,NA,NA,NA,NA,"08-HODG-0.1","8/27/2002",1,"Kick:Standard"
"08-HOUS-1.7_20020827_1_1",27,7.78,14,9.5,3,9,NA,NA,8.82,79,8.94,3.61,8.89,NA,NA,NA,NA,"08-HOUS-1.7","8/27/2002",1,"Kick:Standard"
"08-HUFC-0.5_20070926_1_1",9,1.92,1,1.25,7.66,3.55,NA,NA,2.31,16,0,6.06,4.85,NA,NA,NA,NA,"08-HUFC-0.5","9/26/2007",1,"Kick:Standard"
"08-ICEE-0.2_20070925_1_1",20,5.59,8,6.36,4.99,6.89,NA,NA,6.15,54,5.81,5.56,6.1,NA,NA,NA,NA,"08-ICEE-0.2","9/25/2007",1,"Kick:Standard"
"08-INDB-1.4_20070926_1_1",15,3.97,8,6.36,5.07,6.79,NA,NA,5.35,41,3.63,5.6,6,NA,NA,NA,NA,"08-INDB-1.4","9/26/2007",1,"Kick:Standard"
"08-INDY-4.6_19960917_1_1",21,5.88,9,6.82,3.47,8.53,NA,NA,7.31,69,7.98,5.06,7.35,NA,NA,NA,NA,"08-INDY-4.6","9/17/1996",1,"Kick:Standard"
"08-INDY-4.6_20020827_1_1",32,9.17,15,10,4.21,7.79,NA,NA,8.4,70,8.08,5.21,6.97,NA,NA,NA,NA,"08-INDY-4.6","8/27/2002",1,"Kick:Standard"
"08-INDY-4.6_20030903_1_1",22,6.18,12,8.5,3.4,8.6,NA,NA,7.21,60,6.77,5.6,6,NA,NA,NA,NA,"08-INDY-4.6","9/3/2003",1,"Kick:Standard"
"08-INDY-4.6_20070926_1_1",35,10,18,10,3.64,8.36,NA,NA,8.41,55,5.97,4.77,7.73,NA,NA,NA,NA,"08-INDY-4.6","9/26/2007",1,"Kick:Standard"
"08-INDY-4.6_20080930_1_1",34,9.72,16,10,3.72,8.28,NA,NA,8.68,67,7.79,4.9,7.6,NA,NA,NA,NA,"08-INDY-4.6","9/30/2008",1,"Kick:Standard"
"08-INDY-4.6_20120711_1_1",25,7.06,10,7.27,4.63,7.34,NA,NA,6.64,59,6.61,6.04,4.9,NA,NA,NA,NA,"08-INDY-4.6","7/11/2012",1,"Kick:Standard"
"08-INDY-4.6_20170912_1_1",32,9.17,16,10,4.14,7.86,NA,NA,8.14,65,7.6,5.58,6.05,NA,NA,NA,NA,"08-INDY-4.6","9/12/2017",1,"Kick:Standard"
"08-INDY-6.7_20160907_1_1",25,7.06,13,9,4.15,7.85,NA,NA,7.09,60,6.77,6.09,4.78,NA,NA,NA,NA,"08-INDY-6.7","9/7/2016",1,"Kick:Standard"
"08-INDY-6.7_20160907_1_2",28,8.06,14,9.5,3.63,8.37,NA,NA,7.29,48,4.76,5.7,5.75,NA,NA,NA,NA,"08-INDY-6.7","9/7/2016",1,"Kick:Standard"
"08-INDY-6.7_20160907_1_3",30,8.61,15,10,3.73,8.27,NA,NA,7.75,54,5.81,5.58,6.05,NA,NA,NA,NA,"08-INDY-6.7","9/7/2016",1,"Kick:Standard"
"08-INDY-6.7_20160907_1_4",26,7.35,14,9.5,3.7,8.3,NA,NA,7.5,54,5.81,5.39,6.53,NA,NA,NA,NA,"08-INDY-6.7","9/7/2016",1,"Kick:Standard"
"08-INDY-6.7_20170920_1_1",24,6.76,16,10,3.48,8.52,NA,NA,8.32,71,8.17,4.34,8.16,NA,NA,NA,NA,"08-INDY-6.7","9/20/2017",1,"Kick:Standard"
"08-INDY-6.7_20170920_1_2",26,7.35,15,10,4.07,7.93,NA,NA,8.25,78,8.85,5.15,7.12,NA,NA,NA,NA,"08-INDY-6.7","9/20/2017",1,"Kick:Standard"
"08-INDY-6.7_20170920_1_3",25,7.06,16,10,3.22,8.78,NA,NA,8.5,71,8.17,4.03,8.47,NA,NA,NA,NA,"08-INDY-6.7","9/20/2017",1,"Kick:Standard"
"08-INDY-6.7_20170920_1_4",23,6.47,13,9,3.38,8.62,NA,NA,7.98,64,7.42,4.11,8.39,NA,NA,NA,NA,"08-INDY-6.7","9/20/2017",1,"Kick:Standard"
"08-INDY-6.7_20180920_1_1",23,6.47,15,10,3.68,8.32,NA,NA,7.6,51,5.32,4.63,7.87,NA,NA,NA,NA,"08-INDY-6.7","9/20/2018",1,"Kick:Standard"
"08-INDY-6.7_20180920_1_2",21,5.88,14,9.5,3.51,8.49,NA,NA,6.78,35,2.66,5.06,7.35,NA,NA,NA,NA,"08-INDY-6.7","9/20/2018",1,"Kick:Standard"
"08-INDY-6.7_20180920_1_3",20,5.59,13,9,3.59,8.41,NA,NA,7.04,45,4.27,4.59,7.91,NA,NA,NA,NA,"08-INDY-6.7","9/20/2018",1,"Kick:Standard"
"08-INDY-6.7_20180920_1_4",20,5.59,14,9.5,3.34,8.66,NA,NA,7.2,48,4.76,5,7.5,NA,NA,NA,NA,"08-INDY-6.7","9/20/2018",1,"Kick:Standard"
"08-INDY-6.7_20190918_1_1",23,6.47,14,9.5,3.2,8.8,NA,NA,7.6,59,6.61,5.35,6.63,NA,NA,NA,NA,"08-INDY-6.7","9/18/2019",1,"Kick:Standard"
"08-INDY-6.7_20190918_1_2",21,5.88,12,8.5,3.21,8.79,NA,NA,7.86,73,8.37,4.75,7.75,NA,NA,NA,NA,"08-INDY-6.7","9/18/2019",1,"Kick:Standard"
"08-INDY-6.7_20190918_1_3",23,6.47,15,10,3.19,8.81,NA,NA,8.26,74,8.46,4.95,7.55,NA,NA,NA,NA,"08-INDY-6.7","9/18/2019",1,"Kick:Standard"
"08-INDY-6.7_20190918_1_4",20,5.59,10,7.27,3.95,8.05,NA,NA,6.8,65,7.6,5.81,5.48,NA,NA,NA,NA,"08-INDY-6.7","9/18/2019",1,"Kick:Standard"
"08-KLSY-0.1_19910806_1_1",11,2.79,0,0,7.38,3.9,NA,NA,2.5,35,2.66,6.74,3.15,NA,NA,NA,NA,"08-KLSY-0.1","8/6/1991",1,"Kick:Standard"
"08-KLSY-0.1_19960917_1_1",17,4.56,1,1.25,6.99,4.39,NA,NA,3.18,43,3.95,7.29,1.77,NA,NA,NA,NA,"08-KLSY-0.1","9/17/1996",1,"Kick:Standard"
"08-KLSY-0.1_20000906_1_1",9,1.92,2,3.06,6.36,5.17,NA,NA,2.9,36,2.82,7.39,1.53,NA,NA,NA,NA,"08-KLSY-0.1","9/6/2000",1,"Kick:Standard"
"08-KLSY-0.1_20020717_1_1",20,5.59,4,4.17,6.51,4.99,NA,NA,4.35,47,4.6,7.04,2.4,NA,NA,NA,NA,"08-KLSY-0.1","7/17/2002",1,"Kick:Standard"
"08-KLSY-0.1_20060627_1_1",19,5.29,6,5.45,5.54,6.2,NA,NA,4.83,44,4.11,6.76,3.1,NA,NA,NA,NA,"08-KLSY-0.1","6/27/2006",1,"Kick:Standard"
"08-KLSY-0.1_20070925_1_1",22,6.18,3,3.61,6.69,4.76,NA,NA,4.32,46,4.44,6.96,2.6,NA,NA,NA,NA,"08-KLSY-0.1","9/25/2007",1,"Kick:Standard"
"08-KLSY-0.1_20120711_1_1",13,3.38,4,4.17,5.18,6.65,NA,NA,4.48,45,4.27,6.42,3.95,NA,NA,NA,NA,"08-KLSY-0.1","7/11/2012",1,"Kick:Standard"
"08-KLSY-0.1_20130821_1_1",17,4.56,3,3.61,5.46,6.3,NA,NA,4.69,54,5.81,6.74,3.15,NA,NA,NA,NA,"08-KLSY-0.1","8/21/2013",1,"Kick:Standard"
"08-KLSY-0.1_20170912_1_1",11,2.79,4,4.17,5.35,6.44,NA,NA,3.8,34,2.41,6.72,3.2,NA,NA,NA,NA,"08-KLSY-0.1","9/12/2017",1,"Kick:Standard"
"08-KLSY-0.5_19910806_1_1",12,3.09,0,0,7.41,3.86,NA,NA,2.33,38,3.15,7.38,1.55,NA,NA,NA,NA,"08-KLSY-0.5","8/6/1991",1,"Kick:Standard"
"08-KLSY-0.5_20000906_1_1",14,3.68,2,3.06,6.33,5.21,NA,NA,3.25,39,3.31,7.61,0.97,NA,NA,NA,NA,"08-KLSY-0.5","9/6/2000",1,"Kick:Standard"
"08-KLSY-0.5_20020717_1_1",20,5.59,3,3.61,6.87,4.54,NA,NA,4.04,42,3.79,6.93,2.68,NA,NA,NA,NA,"08-KLSY-0.5","7/17/2002",1,"Kick:Standard"
"08-KLSY-0.5_20060627_1_1",16,4.26,2,3.06,6.79,4.64,NA,NA,3.32,41,3.63,7.6,1,NA,NA,NA,NA,"08-KLSY-0.5","6/27/2006",1,"Kick:Standard"
"08-KLSY-2.0_19910806_1_1",14,3.68,3,3.61,6.1,5.5,NA,NA,3.99,49,4.92,7.1,2.25,NA,NA,NA,NA,"08-KLSY-2.0","8/6/1991",1,"Kick:Standard"
"08-KLSY-2.0_20000906_1_1",11,2.79,2,3.06,6.34,5.2,NA,NA,2.95,26,1.03,6.94,2.65,NA,NA,NA,NA,"08-KLSY-2.0","9/6/2000",1,"Kick:Standard"
"08-KLSY-2.0_20020717_1_1",13,3.38,4,4.17,6.65,4.81,NA,NA,3.24,30,1.72,7.15,2.12,NA,NA,NA,NA,"08-KLSY-2.0","7/17/2002",1,"Kick:Standard"
"08-KLSY-2.0_20060627_1_1",14,3.68,0,0,6.92,4.47,NA,NA,2.55,38,3.15,7.41,1.47,NA,NA,NA,NA,"08-KLSY-2.0","6/27/2006",1,"Kick:Standard"
"08-KLSY-2.0_20120711_1_1",15,3.97,5,4.72,5.51,6.24,NA,NA,4.66,46,4.44,6.42,3.95,NA,NA,NA,NA,"08-KLSY-2.0","7/11/2012",1,"Kick:Standard"
"08-KLSY_T1-0.1_20000906_1_1",10,2.31,4,4.17,5.97,5.66,NA,NA,3.28,31,1.9,7.06,2.35,NA,NA,NA,NA,"08-KLSY_T1-0.1","9/6/2000",1,"Kick:Standard"
"08-KLSY_T1-0.1_20020717_1_1",15,3.97,0,0,7.33,3.96,NA,NA,3.45,35,2.66,5.33,6.67,NA,NA,NA,NA,"08-KLSY_T1-0.1","7/17/2002",1,"Kick:Standard"
"08-KLSY_T1-0.1_20060627_1_1",17,4.56,0,0,6.54,4.95,NA,NA,3.22,35,2.66,6.42,3.95,NA,NA,NA,NA,"08-KLSY_T1-0.1","6/27/2006",1,"Kick:Standard"
"08-KLSY_T1-0.2_20000906_1_1",17,4.56,1,1.25,6.36,5.17,NA,NA,3.02,36,2.82,7.48,1.3,NA,NA,NA,NA,"08-KLSY_T1-0.2","9/6/2000",1,"Kick:Standard"
"08-KLSY_T1-0.2_20020717_1_1",11,2.79,0,0,6.86,4.55,NA,NA,2.64,34,2.41,6.61,3.47,NA,NA,NA,NA,"08-KLSY_T1-0.2","7/17/2002",1,"Kick:Standard"
"08-KLSY_T1-0.2_20060627_1_1",13,3.38,1,1.25,5.97,5.66,NA,NA,3.58,33,2.24,5.85,5.38,NA,NA,NA,NA,"08-KLSY_T1-0.2","6/27/2006",1,"Kick:Standard"
"08-KLSY_T1-0.2_20080807_1_1",15,3.97,1,1.25,5.92,5.72,NA,NA,3.13,32,2.07,6.95,2.62,NA,NA,NA,NA,"08-KLSY_T1-0.2","8/7/2008",1,"Kick:Standard"
"08-LBLK-5.0_19960918_1_1",17,4.56,11,8,3.09,8.91,NA,NA,7.64,74,8.46,4.24,8.26,NA,NA,NA,NA,"08-LBLK-5.0","9/18/1996",1,"Kick:Standard"
"08-LBLK-5.0_20020828_1_1",30,8.61,18,10,2.27,9.73,NA,NA,8.26,49,4.92,4.47,8.03,NA,NA,NA,NA,"08-LBLK-5.0","8/28/2002",1,"Kick:Standard"
"08-LBLK-5.0_20030903_1_1",33,9.44,17,10,3.41,8.59,NA,NA,8.83,74,8.46,4.84,7.66,NA,NA,NA,NA,"08-LBLK-5.0","9/3/2003",1,"Kick:Standard"
"08-LBLK-5.0_20070925_1_1",18,4.85,15,10,1.99,10,NA,NA,7.09,34,2.41,4.3,8.2,NA,NA,NA,NA,"08-LBLK-5.0","9/25/2007",1,"Kick:Standard"
"08-LBLK-5.0_20080820_1_1",31,8.89,15,10,3.18,8.82,NA,NA,8.54,62,7.1,4.59,7.91,NA,NA,NA,NA,"08-LBLK-5.0","8/20/2008",1,"Kick:Standard"
"08-LBLK-5.0_20170912_1_1",29,8.33,11,8,3.44,8.56,NA,NA,7.39,58,6.45,5.76,5.6,NA,NA,NA,NA,"08-LBLK-5.0","9/12/2017",1,"Kick:Standard"
"08-LIZA-1.2_20120711_1_1",29,8.33,15,10,4.66,7.3,NA,NA,7.69,64,7.42,5.83,5.42,NA,NA,NA,NA,"08-LIZA-1.2","7/11/2012",1,"Kick:Standard"
"08-LKCR-1.3_20020827_1_1",21,5.88,4,4.17,4.41,7.59,NA,NA,5.6,57,6.29,6.38,4.05,NA,NA,NA,NA,"08-LKCR-1.3","8/27/2002",1,"Kick:Standard"
"08-LMOO-1.9_20070925_1_1",21,5.88,11,8,2.1,9.9,NA,NA,7.2,45,4.27,4.56,7.94,NA,NA,NA,NA,"08-LMOO-1.9","9/25/2007",1,"Kick:Standard"
"08-LOLO-3.4_20170912_1_1",24,6.76,15,10,2.44,9.56,NA,NA,8.4,70,8.08,4.88,7.62,NA,NA,NA,NA,"08-LOLO-3.4","9/12/2017",1,"Kick:Standard"
"08-LRNC_70-1.0_20070821_2_1",23,8.5,9,9.5,6.54,8.65,3.366562983,9.33,9,NA,NA,NA,NA,NA,NA,NA,NA,"08-LRNC_70-1.0","8/21/2007",2,"Multiplate:Navigable"
"08-LWDH-2.7_19960918_1_1",18,4.85,7,5.91,4.91,6.99,NA,NA,5.24,44,4.11,6.27,4.33,NA,NA,NA,NA,"08-LWDH-2.7","9/18/1996",1,"Kick:Standard"
"08-LWDH-2.7_20020828_1_1",18,4.85,9,6.82,4.94,6.95,NA,NA,5.2,37,2.98,6.23,4.42,NA,NA,NA,NA,"08-LWDH-2.7","8/28/2002",1,"Kick:Standard"
"08-MILB-0.6_19910912_1_1",21,5.88,7,5.91,4,8,NA,NA,6.78,63,7.26,5.26,6.85,NA,NA,NA,NA,"08-MILB-0.6","9/12/1991",1,"Kick:Standard"
"08-MILB-0.6_19960918_1_1",14,3.68,8,6.36,3.82,8.18,NA,NA,6.07,75,8.56,6.58,3.55,NA,NA,NA,NA,"08-MILB-0.6","9/18/1996",1,"Kick:Standard"
"08-MILB-0.6_19970819_1_1",25,7.06,13,9,3.75,8.25,NA,NA,8.28,83,9.33,4.74,7.76,NA,NA,NA,NA,"08-MILB-0.6","8/19/1997",1,"Kick:Standard"
"08-MILB-0.6_20020828_1_1",28,8.06,14,9.5,3.78,8.22,NA,NA,8.42,76,8.65,4.85,7.65,NA,NA,NA,NA,"08-MILB-0.6","8/28/2002",1,"Kick:Standard"
"08-MILB-0.6_20070925_1_1",19,5.29,11,8,4.07,7.93,NA,NA,7.16,64,7.42,5.13,7.18,NA,NA,NA,NA,"08-MILB-0.6","9/25/2007",1,"Kick:Standard"
"08-MILB-0.6_20120710_1_1",20,5.59,11,8,4.55,7.44,NA,NA,5.88,52,5.48,6.85,2.88,NA,NA,NA,NA,"08-MILB-0.6","7/10/2012",1,"Kick:Standard"
"08-MILB-0.6_20170913_1_1",20,5.59,11,8,3.46,8.54,NA,NA,7.19,72,8.27,5.79,5.53,NA,NA,NA,NA,"08-MILB-0.6","9/13/2017",1,"Kick:Standard"
"08-MILB-2.4_19860805_1_1",27,7.78,7,5.91,6.33,5.21,NA,NA,5.38,52,5.48,7,2.5,NA,NA,NA,NA,"08-MILB-2.4","8/5/1986",1,"Kick:Standard"
"08-MILB-2.4_19970819_1_1",19,5.29,6,5.45,5.65,6.06,NA,NA,6.16,58,6.45,4.94,7.56,NA,NA,NA,NA,"08-MILB-2.4","8/19/1997",1,"Kick:Standard"
"08-MILB-4.3_19860805_1_1",27,7.78,14,9.5,4.52,7.48,NA,NA,7.71,70,8.08,5.72,5.7,NA,NA,NA,NA,"08-MILB-4.3","8/5/1986",1,"Kick:Standard"
"08-MILB-4.3_19970819_1_1",24,6.76,12,8.5,4.27,7.73,NA,NA,6.52,60,6.77,6.86,2.85,NA,NA,NA,NA,"08-MILB-4.3","8/19/1997",1,"Kick:Standard"
"08-MILB-6.3_19970819_1_1",19,5.29,8,6.36,4.44,7.56,NA,NA,6.25,41,3.63,4.11,8.39,NA,NA,NA,NA,"08-MILB-6.3","8/19/1997",1,"Kick:Standard"
"08-MILE-0.7_20070925_1_1",30,8.61,16,10,2.86,9.14,NA,NA,8.81,69,7.98,4.18,8.32,NA,NA,NA,NA,"08-MILE-0.7","9/25/2007",1,"Kick:Standard"
"08-MILE-0.7_20120710_1_1",32,9.17,18,10,3.04,8.96,NA,NA,8.79,72,8.27,4.94,7.56,NA,NA,NA,NA,"08-MILE-0.7","7/10/2012",1,"Kick:Standard"
"08-MILE-0.7_20130820_1_1",46,10,23,10,4.07,7.93,NA,NA,8.6,75,8.56,5.4,6.5,NA,NA,NA,NA,"08-MILE-0.7","8/20/2013",1,"Kick:Standard"
"08-MILE-0.7_20170913_1_1",27,7.78,13,9,3.97,8.03,NA,NA,7.88,81,9.13,5.81,5.48,NA,NA,NA,NA,"08-MILE-0.7","9/13/2017",1,"Kick:Standard"
"08-MLBL-1.4_20020827_6_1",29,10,10,10,4.63,8.95,NA,NA,9.74,NA,NA,NA,NA,17,10,NA,NA,"08-MLBL-1.4","8/27/2002",6,"Kick:Sandy_Stream"
"08-MLCK_T2-0.1_20070926_1_1",19,5.29,8,6.36,4.07,7.93,NA,NA,6.45,59,6.61,5.58,6.05,NA,NA,NA,NA,"08-MLCK_T2-0.1","9/26/2007",1,"Kick:Standard"
"08-MLCK_T2-0.1_20170913_1_1",22,6.18,12,8.5,4.16,7.84,NA,NA,6.74,66,7.69,6.61,3.47,NA,NA,NA,NA,"08-MLCK_T2-0.1","9/13/2017",1,"Kick:Standard"
"08-MLER-0.4_20070927_1_1",24,6.76,15,10,3.65,8.35,NA,NA,7.71,60,6.77,5.34,6.65,NA,NA,NA,NA,"08-MLER-0.4","9/27/2007",1,"Kick:Standard"
"08-MLER-1.9_20120710_1_1",31,8.89,13,9,3.51,8.49,NA,NA,8.45,67,7.79,4.43,8.07,NA,NA,NA,NA,"08-MLER-1.9","7/10/2012",1,"Kick:Standard"
"08-MLLL-1.8_19960917_1_1",23,6.47,6,5.45,5.56,6.18,NA,NA,5.42,53,5.65,6.67,3.33,NA,NA,NA,NA,"08-MLLL-1.8","9/17/1996",1,"Kick:Standard"
"08-MLLL-1.8_19970820_1_1",29,8.33,4,4.17,6,5.62,NA,NA,5.84,49,4.92,5.53,6.17,NA,NA,NA,NA,"08-MLLL-1.8","8/20/1997",1,"Kick:Standard"
"08-MLLL-1.8_20020827_1_1",28,8.06,7,5.91,5.58,6.15,NA,NA,5.87,55,5.97,6.69,3.27,NA,NA,NA,NA,"08-MLLL-1.8","8/27/2002",1,"Kick:Standard"
"08-MLLL-1.8_20080807_1_1",31,8.89,7,5.91,5.1,6.75,NA,NA,6.78,54,5.81,5.39,6.53,NA,NA,NA,NA,"08-MLLL-1.8","8/7/2008",1,"Kick:Standard"
"08-MLLL-1.8_20120711_1_1",36,10,13,9,4.73,7.21,NA,NA,7.01,50,5.16,6.52,3.7,NA,NA,NA,NA,"08-MLLL-1.8","7/11/2012",1,"Kick:Standard"
"08-MLLL-1.8_20130820_1_1",25,7.06,8,6.36,5.29,6.51,NA,NA,5.71,59,6.61,7.2,2,NA,NA,NA,NA,"08-MLLL-1.8","8/20/2013",1,"Kick:Standard"
"08-MLLL-1.8_20170913_1_1",27,7.78,13,9,4.72,7.23,NA,NA,7.25,74,8.46,6.49,3.77,NA,NA,NA,NA,"08-MLLL-1.8","9/13/2017",1,"Kick:Standard"
"08-MLLL_N-0.1_19970820_1_1",24,6.76,4,4.17,6.04,5.58,NA,NA,5.2,42,3.79,5.72,5.7,NA,NA,NA,NA,"08-MLLL_N-0.1","8/20/1997",1,"Kick:Standard"
"08-MLLL_N-0.1_20020827_1_1",24,6.76,9,6.82,5.1,6.75,NA,NA,5.75,50,5.16,6.7,3.25,NA,NA,NA,NA,"08-MLLL_N-0.1","8/27/2002",1,"Kick:Standard"
"08-MLLL_N-0.1_20170913_1_1",23,6.47,12,8.5,4.57,7.41,NA,NA,6.81,77,8.75,6.83,2.92,NA,NA,NA,NA,"08-MLLL_N-0.1","9/13/2017",1,"Kick:Standard"
"08-MLLL_S-0.4_19970820_1_1",20,5.59,3,3.61,6.24,5.32,NA,NA,4.95,39,3.31,5.23,6.92,NA,NA,NA,NA,"08-MLLL_S-0.4","8/20/1997",1,"Kick:Standard"
"08-MLLL_S-0.4_20170913_1_1",16,4.26,5,4.72,5.12,6.72,NA,NA,5.39,78,8.85,7.04,2.4,NA,NA,NA,NA,"08-MLLL_S-0.4","9/13/2017",1,"Kick:Standard"
"08-MLLL_S-2.1_19970820_1_1",22,6.18,0,0,6.19,5.39,NA,NA,3.36,38,3.15,7.16,2.1,NA,NA,NA,NA,"08-MLLL_S-2.1","8/20/1997",1,"Kick:Standard"
"08-MLLL_T7-0.8_20120711_1_1",18,4.85,6,5.45,5,6.88,NA,NA,4.83,36,2.82,6.35,4.13,NA,NA,NA,NA,"08-MLLL_T7-0.8","7/11/2012",1,"Kick:Standard"
"08-MLLL_T7-0.8_20130820_1_1",25,7.06,10,7.27,4.65,7.31,NA,NA,6.76,66,7.69,6.22,4.45,NA,NA,NA,NA,"08-MLLL_T7-0.8","8/20/2013",1,"Kick:Standard"
