station,Water.Collection.Test.Start.Date,Reproductive.Rate..Young..U.2640..7days....Control.,Porewater.EC50....,Porewater.Assessment,stationID,Latitude,Longitude
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],5/11/2016,22.7 (138),100,Non-toxic,1053202,42.46938,-79.3309
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],8/2/2016,20.5 (153),100,Non-toxic,1053202,42.46938,-79.3309
Crooked Brook @ Dunkirk 01053202 (CRKB-2.1) [INTENSIVE],10/26/2016,22.8 (142),100,Non-toxic,1053202,42.46938,-79.3309
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],4/26/2010,23.2 (109),100,Non-toxic,04031A01,42.00763,-77.84185
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],7/26/2010,24.4 (125),100,Non-toxic,04031A01,42.00763,-77.84185
Cryder Creek @ Paynesville 04031A01 (CRYD-01) [INTENSIVE],9/14/2010,26.0 (130),100,Non-toxic,04031A01,42.00763,-77.84185
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],4/25/2006,28.7 (101),100,Non-toxic,12042103,43.1169444,-75.4005555
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],7/6/2006,17.2 (84),90,Non-toxic,12042103,43.1169444,-75.4005555
Deans Creek @ Westmoreland 12042103 (DEAN-01) [INTENSIVE],9/19/2006,26.5 (137),100,Non-toxic,12042103,43.1169444,-75.4005555
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],5/12/2015,26.5 (102),90,Non-toxic,9022101,44.9197222,-74.7225
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],8/4/2015,**17.3 (67),90,Slightly Toxic,9022101,44.9197222,-74.7225
Deer River @ Helena 09022101 (DERR-0.2) [INTENSIVE],10/27/2015,20.7 (98),90,Non-toxic,9022101,44.9197222,-74.7225
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],4/6/2005,14.6 (58),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],4/26/2010,20.6 (104),90,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],7/5/2005,29.6 (88),90,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],7/19/2010,24.9 (118),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],9/23/2010,18.2 (94),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Callicoon 14010053 (DELA-07) [INTENSIVE],10/11/2005,13.8 (99),100,Non-toxic,14010053,41.7647222,-75.0611111
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],7/29/2015,12.0 (74),70,Non-toxic,14010047,41.705,-75.06694
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],10/24/2015,***17.7 (N/A),***100,N/A,14010047,41.705,-75.06694
Delaware River @ Cochecton 14010047 (DELA-45.2) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,14010047,41.705,-75.06694
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],7/30/2015,**4.7 (29),60,Slightly Toxic,14010001,41.372222,-74.697222
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],10/24/2015,***10.7 (N/A),***90,N/A,14010001,41.372222,-74.697222
Delaware River @ Port Jervis 14010001 (DELA-1.2) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,14010001,41.372222,-74.697222
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],5/1/2007,22.5 (104),100,Non-toxic,2011001,42.0433,-78.3292
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],9/5/2007,28.2 (152),100,Non-toxic,2011001,42.0433,-78.3292
Dodge Creek @ Portville 02011001 (DODG-00) [INTENSIVE],10/16/2007,22.4 (113),100,Non-toxic,2011001,42.0433,-78.3292
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],4/30/2012,22.9 (117),100,Non-toxic,7065100,42.86415863,-76.50804901
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],9/10/2012,25.5 (147),100,Non-toxic,7065100,42.86415863,-76.50804901
Dutch Hollow Brook @ Owasco 07065100 (DUCH-03) [INTENSIVE],10/23/2012,17.8 (86),*60,Moderately Toxic,7065100,42.86415863,-76.50804901
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],6/14/2005,26.2 (95),100,Non-toxic,4031601,42.1180555,-77.9413888
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],7/11/2005,23.7 (89),100,Non-toxic,4031601,42.1180555,-77.9413888
Dyke Creek @ Wellsville 04031601 (DYKE-02) [INTENSIVE],10/19/2005,24.2 (92),90,Non-toxic,4031601,42.1180555,-77.9413888
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],5/7/2009,23.8 (109),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],5/14/2014,25.0 (100),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],8/7/2014,18.0 (79),80,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],8/25/2009,20.8 (125),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],10/28/2009,23.8 (149),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Ausable River @ Keene 10042516 (ESAB-05) [INTENSIVE],10/29/2014,25.0 (119),100,Non-toxic,10042516,44.2567,-73.7938
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],5/4/2011,19.8 (161),100,Non-toxic,1033101,42.75722,-78.645
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],6/13/2011,19.7 (87),100,Non-toxic,1033101,42.75722,-78.645
East Branch Cazenovia Creek @ East Aurora 01033101 (CAZE-E-04C) [INTENSIVE],10/13/2011,23.8 (102),100,Non-toxic,1033101,42.75722,-78.645
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],4/6/2005,13.9 (55),90,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],7/5/2005,29.1 (87),100,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Arkville 14031057 (EDEL-03A) [INTENSIVE],10/11/2005,12.0 (86),100,Non-toxic,14031057,42.1611111,-74.6208333
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],4/6/2005,15.7 (62),100,Non-toxic,14031001,41.9529,-75.2767
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],7/5/2005,27.3 (82),90,Non-toxic,14031001,41.9529,-75.2767
East Branch Delaware River @ Hancock 14031001 (EDEL-12) [INTENSIVE],10/11/2005,10.8 (78),100,Non-toxic,14031001,41.9529,-75.2767
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],5/8/2007,27.9 (133),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],9/10/2007,27.8 (103),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Fish Creek @ Taberg 07034103 (FSHO-E-2) [INTENSIVE],10/23/2007,29.7 (129),100,Non-toxic,7034103,43.3022222,-75.6183333
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],4/27/2010,16.4 (83),100,Non-toxic,14022300,41.91885,-74.57238
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],7/20/2010,12.9 (61),90,Non-toxic,14022300,41.91885,-74.57238
East Branch Neversink River @ Claryville 14022300 (UNVR-NE-11) [INTENSIVE],9/22/2010,18.7 (97),100,Non-toxic,14022300,41.91885,-74.57238
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],4/28/2010,23.2 (117),100,Non-toxic,14012400,41.57109,-75.00911
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],07-??-10,17.3 (88),100,Non-toxic,14012400,41.57109,-75.00911
East Branch Ten Mile River @ Tusten 14012400 (TENR-02) [INTENSIVE],9/22/2010,16.3 (85),90,Non-toxic,14012400,41.57109,-75.00911
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],5/2/2011,17.8 (145),100,Non-toxic,1021067,43.00022,-78.19768
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],6/15/2011,24.3 (107),100,Non-toxic,1021067,43.00022,-78.19768
East Fork Tonawanda Creek @ Johnsburg 01021067 (TONA-02) [INTENSIVE],10/11/2011,14.9 (67),70,Non-toxic,1021067,43.00022,-78.19768
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],4/26/2006,23.2 (82),100,Non-toxic,12022501,42.2366666,-74.3177777
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],7/6/2006,11.4 (56),90,Non-toxic,12022501,42.2366666,-74.3177777
East Kill @ Jewett Center 12022501 (EAST-01) [INTENSIVE],9/20/2006,16.5 (85),100,Non-toxic,12022501,42.2366666,-74.3177777
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],6/14/2005,26.5 (96),90,Non-toxic,4032102,42.5355555,-78.0966666
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],7/11/2005,21.4 (80),90,Non-toxic,4032102,42.5355555,-78.0966666
East Koy Creek @ East Koy 04032102 (EKOY-07) [INTENSIVE],10/19/2005,**4.3 (16),*50,Severely Toxic,4032102,42.5355555,-78.0966666
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],5/2/2006,28.5 (108),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],7/13/2006,22.6 (118),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],9/25/2006,15.4 (77),100,Non-toxic,1041101,42.7122222,-78.9666667
Eighteenmile Creek @ Evans 01041101 (TEEN-01) [INTENSIVE],10/18/2006,29.6 (130),100,Non-toxic,1041101,42.7122222,-78.9666667
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],5/9/2016,18.7 (113),90,Non-toxic,1022111,42.978056,-78.764167
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],8/1/2016,**8.9 (66),70,Slightly Toxic,1022111,42.978056,-78.764167
Ellicott Creek @ Williamsville 01022111 (ELLI-10.3) [INTENSIVE],10/24/2016,20.8 (129),90,Non-toxic,1022111,42.978056,-78.764167
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],5/5/2010,23.6 (103),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],6/16/2005,27.4 (98),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],07-1-052,29.9 (99),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],7/26/2010,**6.6 (35),*40,Severely Toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],9/20/2010,22.6 (92),100,Non-toxic,9043105,44.4702777,-75.2330555
Elm Creek @ Hermon 09043105 (ELMK-01) [INTENSIVE],10/18/2005,20.9 (90),100,Non-toxic,9043105,44.4702777,-75.2330555
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],09-??-12,25.9 (173),100,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],9/18/2012,25.9 (173),100,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],1?-??-12,19.6 (119),90,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],10/29/2012,19.6 (119),90,Non-toxic,2012501,42.03240967,-78.80800629
English Creek @ Allegany State Park 02012501 (ENSH-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,2012501,42.03240967,-78.80800629
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],5/3/2010,22.3 (97),100,Non-toxic,9021502,44.97525,-73.66306
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],7/26/2010,21.7 (115),100,Non-toxic,9021502,44.97525,-73.66306
English River @ Cannon Corners 09021502 (ENGL-01) [INTENSIVE],9/20/2010,24.6 (100),100,Non-toxic,9021502,44.97525,-73.66306
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],5/1/2012,24.2 (124),100,Non-toxic,7053301,42.45444489,-76.50027466
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],9/11/2012,21.5 (124),90,Non-toxic,7053301,42.45444489,-76.50027466
Fall Creek @ Ithaca 07053301 (FALL-06) [INTENSIVE],10/24/2012,18.2 (88),80,Non-toxic,7053301,42.45444489,-76.50027466
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],4/23/2012,17.1 (93),100,Non-toxic,11011204,43.095,-73.613056
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],9/18/2012,18.9 (92),100,Non-toxic,11011204,43.095,-73.613056
Fish Creek @ Saratoga 11011204 (FISC-03) [INTENSIVE],10/29/2012,17.0 (96),90,Non-toxic,11011204,43.095,-73.613056
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],5/14/2014,25.1 (100),100,Non-toxic,10051802,43.88089,-73.422795
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],8/7/2014,23.1 (101),100,Non-toxic,10051802,43.88089,-73.422795
Fivemile Creek @ Ticonderoga 10051802 (FMIL-01) [INTENSIVE],10/29/2014,25.9 (123),100,Non-toxic,10051802,43.88089,-73.422795
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],5/8/2007,28.3 (135),90,Non-toxic,7043304,42.945,-77.0894444
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],9/12/2007,24.5 (90),90,Non-toxic,7043304,42.945,-77.0894444
Flint Creek @ Phelps 07043304 (FLNT-07) [INTENSIVE],10/22/2007,20.4 (89),*60,Moderately Toxic,7043304,42.945,-77.0894444
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],5/2/2011,26.4 (215),100,Non-toxic,3011601,43.26778,-79.00386
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],6/15/2011,27.3 (121),100,Non-toxic,3011601,43.26778,-79.00386
Fourmile Creek @ Porter 03011601 (FOMI-A) [INTENSIVE],10/11/2011,20.9 (95),80,Non-toxic,3011601,43.26778,-79.00386
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],4/27/2006,28.9 (102),100,Non-toxic,12011001,43.0102777,-75.0113888
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],7/6/2006,13.9 (68),90,Non-toxic,12011001,43.0102777,-75.0113888
Fulmer Creek @ Mohawk 12011001 (FULM-02) [INTENSIVE],9/19/2006,19.4 (100),100,Non-toxic,12011001,43.0102777,-75.0113888
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],4/28/2010,25.1 (118),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],7/12/2005,23.6 (88),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],7/19/2010,20.9 (99),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],10/18/2005,21.9 (83),100,Non-toxic,4010003,43.227222,-77.616389
Genesee River @ Rochester 04010003 (GENS-07) [ROUTINE],N,N/A,N/A,N/A,4010003,43.227222,-77.616389
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],6/14/2005,22.9 (83),100,Non-toxic,4030133,42.170833,-77.984722
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],7/11/2005,21.8 (82),90,Non-toxic,4030133,42.170833,-77.984722
Genesee River @ Scio 04030133 (UGNS-05) [INTENSIVE],10/19/2005,23.6 (89),100,Non-toxic,4030133,42.170833,-77.984722
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],4/23/2013,21.7 (130),100,Non-toxic,13012604,41.55214,-74.04414
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],7/30/2013,16.9 (76),90,Non-toxic,13012604,41.55214,-74.04414
Gidneytown Creek @ Fostertown 13012604 (GIDN-01) [INTENSIVE],10/29/2013,19.1 (96),90,Non-toxic,13012604,41.55214,-74.04414
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],5/9/2016,23.9 (114),90,Non-toxic,3011502,43.36561,-78.49772
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,3011502,43.36561,-78.49772
Golden Hill Creek @ Somerset 03011502 (GHIL-1.5) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,3011502,43.36561,-78.49772
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],4/23/2012,21.4 (128),100,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],09-??-12,17.5 (117),90,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],9/19/2012,17.5 (117),90,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],1?-??-12,20.2 (122),100,Non-toxic,2025100,42.09439087,-79.37354279
Goose Creek @ Ashville 02025100 (GOOS-01) [INTENSIVE],10/31/2012,20.2 (122),100,Non-toxic,2025100,42.09439087,-79.37354279
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],5/1/2012,26.4 (135),100,Non-toxic,7044100,42.9793,-77.3915
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],9/10/2012,26.7 (154),100,Non-toxic,7044100,42.9793,-77.3915
Great Brook @ Victor 07044100 (GRBR-02) [INTENSIVE],10/24/2012,25.4 (122),90,Non-toxic,7044100,42.9793,-77.3915
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],5/13/2014,26.3 (105),100,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],8/6/2014,17.6 (77),90,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021028 (GCHZ-02B) [INTENSIVE],10/28/2014,24.2 (115),90,Non-toxic,10021028,44.912829,-73.639877
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],5/4/2009,25.2 (115),100,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],8/25/2009,19.6 (117),70,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Altona 10021030 (GCHZ-02) [INTENSIVE],10/26/2009,18.8 (118),80,Non-toxic,10021030,44.888889,-73.645278
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],4/13/2004,10.0 (130),100,Non-toxic,10021006,44.986944,-73.449444
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],8/11/2004,18.5 (82),100,Non-toxic,10021006,44.986944,-73.449444
Great Chazy River @ Champlain 10021006 (GCHZ-03) [INTENSIVE],9/28/2004,32.1 (108),100,Non-toxic,10021006,44.986944,-73.449444
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],8/5/2014,25.0 (105),90,Non-toxic,17012A01,40.736338,-73.091945
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],10/29/2014,24.0 (118),90,Non-toxic,17012A01,40.736338,-73.091945
Green Creek @ West Sayville 17012A01 (GREN-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,17012A01,40.736338,-73.091945
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],4/22/2013,16.0 (96),80,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],4/29/2008,**5.6 (26),*50,Severely Toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],7/28/2008,26.8 (92),80,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],7/30/2013,22.3 (100),100,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],10/27/2008,26.2 (121),100,Non-toxic,16011112,42.26119,-73.47103
Green River @ Hillsdale 16011112 (GREE-01) [INTENSIVE],10/28/2013,22.2 (112),100,Non-toxic,16011112,42.26119,-73.47103
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],4/29/2008,21.8 (103),100,Non-toxic,15012105,41.08654,-73.96228
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],7/28/2008,31.5 (109),100,Non-toxic,15012105,41.08654,-73.96228
Hackensack River @ West Nyack 15012105 (HACK-01) [INTENSIVE],10/30/2008,22.4 (103),100,Non-toxic,15012105,41.08654,-73.96228
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],4/28/2010,20.7 (105),90,Non-toxic,14011400,41.47754,-74.9099
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],07-??-10,16.9 (86),100,Non-toxic,14011400,41.47754,-74.9099
Halfway Brook @ Barryville 14011400 (HAFY-01) [INTENSIVE],9/15/2010,**12.4 (51),100,Slightly Toxic,14011400,41.47754,-74.9099
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],6/15/2005,23.3 (84),100,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],7/11/2005,23.6 (88),90,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021310 (HONY-10) [INTENSIVE],10/19/2005,26.8 (102),100,Non-toxic,4021310,42.983333,-77.600278
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],5/12/2015,20.5 (90),100,Non-toxic,4021312,42.983607,-77.600098
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],8/4/2015,**6.7 (28),70,Slightly Toxic,4021312,42.983607,-77.600098
Honeoye Creek @ Mendon 04021312 (HONY-11.8) [INTENSIVE],10/28/2015,12.1 (69),80,Non-toxic,4021312,42.983607,-77.600098
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],4/30/2007,24.8 (99),100,Non-toxic,11021023,42.951389,-73.391111
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],9/4/2007,18.4 (102),100,Non-toxic,11021023,42.951389,-73.391111
Hoosic River @ Eagle Bridge 11021023 (HOOS-10) [INTENSIVE],10/15/2007,20.5 (117),100,Non-toxic,11021023,42.951389,-73.391111
Hudson River @ Albany 13010142 (LHUD-125.8) [ROUTINE],10/17/2017,**9.1 (43),90,Slightly Toxic,13010142,42.619495,-73.758796
Hudson River @ Albany 13010142 (LHUD-125.8) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,13010142,42.619495,-73.758796
Hudson River @ Albany 13010142 (LHUD-125.8) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,13010142,42.619495,-73.758796
Hudson River @ Bethlehem 13010139 (LHUD-??) [ROUTINE],4/30/2008,28.7 (135),100,Non-toxic,13010139,42.5477777,-73.7586111
Hudson River @ Bethlehem 13010139 (LHUD-??) [ROUTINE],10/29/2008,20.6 (95),90,Non-toxic,13010139,42.5477777,-73.7586111
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],4/23/2012,24.9 (136),90,Non-toxic,11010215,43.2486111,-73.8325
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],9/17/2012,18.8 (91),100,Non-toxic,11010215,43.2486111,-73.8325
Hudson River @ Corinth 11010215 (UHUD-01) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,11010215,43.2486111,-73.8325
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],4/24/2013,16.8 (101),80,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],4/28/2008,**1.5 (7),*40,Severely Toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],7/31/2013,19.9 (89),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],10/29/2008,23.9 (110),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Poughkeepsie 13010077 (LHUD-18) [ROUTINE],10/30/2013,20.4 (103),100,Non-toxic,13010077,41.7211111,-73.9383333
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],4/23/2012,21.5 (118),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],9/19/2012,16.6 (81),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Riparius 11040247 (UHUD-01A) [INTENSIVE],10/29/2012,21.5 (121),100,Non-toxic,11040247,43.66166687,-73.89861298
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],4/24/2012,20.7 (113),100,Non-toxic,11010157,42.7886111,-73.6741667
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],9/17/2012,18.9 (92),100,Non-toxic,11010157,42.7886111,-73.6741667
Hudson River @ Waterford 11010157 (UHUD-11) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,11010157,42.7886111,-73.6741667
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],5/5/2014,19.6 (95),100,Non-toxic,6023201,42.82640075,-75.46939849
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],7/28/2014,29.9 (117),100,Non-toxic,6023201,42.82640075,-75.46939849
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],8/19/2009,17.6 (114),100,Non-toxic,6023201,42.82640075,-75.46939849
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],10/20/2009,25.7 (148),100,Non-toxic,6023201,42.82640075,-75.46939849
Hunt Creek @ Hubbardsville 06023201 (HUNC-01) [INTENSIVE],10/20/2014,20.4 (121),90,Non-toxic,6023201,42.82640075,-75.46939849
Hyde Creek @ Dunkirk 01053101 (HYCK-1.0) [INTENSIVE],5/11/2016,21.3 (129),100,Non-toxic,1053101,42.48891,-79.31323
Hyde Creek @ Dunkirk 01053101 (HYCK-1.0) [INTENSIVE],10/26/2016,16.5 (103),100,Non-toxic,1053101,42.48891,-79.31323
Hyde Creek @ Dunkirk 01053101 (HYCK-1.0) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,1053101,42.48891,-79.31323
