SITE_ID,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,SH_LATITUDE,SH_LONGITUDE,SH_PWL_ID,SH_WQ_STANDARD,INFO_TYPE,qaqc_date,X,sample_delivery_group,Project_name
13-WALK-46.6,13-WALK-46.6-08152018-W,Lead,8/15/2018,7439-92-1,total,2.3,ug/l,0.067,ug/l,1,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,Lead,8/15/2018,7439-92-1,total,3.6,ug/l,0.067,ug/l,1,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-DWAR-2.0,13-DWAR-2.0-08152018-W,Magnesium,8/15/2018,7439-95-4,total,5160,ug/l,29,ug/l,1000,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,Magnesium,8/15/2018,7439-95-4,total,3150,ug/l,29,ug/l,1000,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,Magnesium,8/15/2018,7439-95-4,total,6130,ug/l,29,ug/l,1000,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,Magnesium,8/15/2018,7439-95-4,total,6690,ug/l,29,ug/l,1000,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,Magnesium,8/15/2018,7439-95-4,total,4940,ug/l,29,ug/l,1000,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,Magnesium,8/15/2018,7439-95-4,total,4610,ug/l,29,ug/l,1000,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,Magnesium,8/15/2018,7439-95-4,total,9680,ug/l,29,ug/l,1000,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,Magnesium,8/15/2018,7439-95-4,total,9510,ug/l,29,ug/l,1000,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,Magnesium,8/15/2018,7439-95-4,total,5580,ug/l,29,ug/l,1000,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,Magnesium,8/15/2018,7439-95-4,total,9990,ug/l,29,ug/l,1000,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,Magnesium,8/15/2018,7439-95-4,total,8320,ug/l,29,ug/l,1000,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,Magnesium,8/15/2018,7439-95-4,total,8410,ug/l,29,ug/l,1000,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,Magnesium,8/15/2018,7439-95-4,total,8260,ug/l,29,ug/l,1000,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-DWAR-2.0,13-DWAR-2.0-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.9,ug/l,0.26,ug/l,1,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.9,ug/l,0.26,ug/l,1,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.8,ug/l,0.26,ug/l,1,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.8,ug/l,0.26,ug/l,1,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.2,ug/l,0.26,ug/l,1,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.6,ug/l,0.26,ug/l,1,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,Nickel,8/15/2018,7440-02-0,total,3.8,ug/l,0.26,ug/l,1,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,Nickel,8/15/2018,7440-02-0,total,3.5,ug/l,0.26,ug/l,1,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,Nickel,8/15/2018,7440-02-0,total,1.8,ug/l,0.26,ug/l,1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,Nickel,8/15/2018,7440-02-0,total,4,ug/l,0.26,ug/l,1,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,Nickel,8/15/2018,7440-02-0,total,3.5,ug/l,0.26,ug/l,1,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,Nickel,8/15/2018,7440-02-0,total,3.6,ug/l,0.26,ug/l,1,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,Nickel,8/15/2018,7440-02-0,total,2,ug/l,0.26,ug/l,1,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.129,mg/l,7.00E-04,mg/l,0.002,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW_4.5-0.8-08152017-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.194,mg/l,7.00E-04,mg/l,0.002,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW_T3-2.1-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.0099,mg/l,7.00E-04,mg/l,0.002,,R,Equipment Blank error,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK_T13-0.7-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.433,mg/l,7.00E-04,mg/l,0.002,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK_T15-0.1-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.286,mg/l,7.00E-04,mg/l,0.002,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-DWAR-2.0,13-DWAR-2.0-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.21,mg/l,7.00E-04,mg/l,0.002,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.16,mg/l,7.00E-04,mg/l,0.002,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.11,mg/l,7.00E-04,mg/l,0.002,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.38,mg/l,7.00E-04,mg/l,0.002,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.22,mg/l,7.00E-04,mg/l,0.002,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.16,mg/l,7.00E-04,mg/l,0.002,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,2.5,mg/l,0.004,mg/l,0.01,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,2.55,mg/l,0.004,mg/l,0.01,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,0.59,mg/l,7.00E-04,mg/l,0.002,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,2.53,mg/l,0.004,mg/l,0.01,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,1.35,mg/l,7.00E-04,mg/l,0.002,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,1.22,mg/l,7.00E-04,mg/l,0.002,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,total,1.29,mg/l,7.00E-04,mg/l,0.002,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-08152018-W,Nitrogen,8/15/2018,KN,total,0.84,mg/l,NA,mg/l,0.1,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW_4.5-0.8-08152017-W,Nitrogen,8/15/2018,KN,total,0.89,mg/l,NA,mg/l,0.1,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW_T3-2.1-08152018-W,Nitrogen,8/15/2018,KN,total,0.93,mg/l,NA,mg/l,0.1,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK_T13-0.7-08152018-W,Nitrogen,8/15/2018,KN,total,0.93,mg/l,NA,mg/l,0.1,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK_T15-0.1-08152018-W,Nitrogen,8/15/2018,KN,total,0.8,mg/l,NA,mg/l,0.1,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-DWAR-2.0,13-DWAR-2.0-08152018-W,Nitrogen,8/15/2018,KN,total,1.05,mg/l,NA,mg/l,0.1,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,Nitrogen,8/15/2018,KN,total,0.75,mg/l,NA,mg/l,0.1,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,Nitrogen,8/15/2018,KN,total,1.22,mg/l,NA,mg/l,0.1,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,Nitrogen,8/15/2018,KN,total,1.08,mg/l,NA,mg/l,0.1,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,Nitrogen,8/15/2018,KN,total,0.78,mg/l,NA,mg/l,0.1,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,Nitrogen,8/15/2018,KN,total,0.96,mg/l,NA,mg/l,0.1,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,Nitrogen,8/15/2018,KN,total,3.94,mg/l,NA,mg/l,0.1,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,Nitrogen,8/15/2018,KN,total,3.95,mg/l,NA,mg/l,0.1,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,Nitrogen,8/15/2018,KN,total,1.48,mg/l,NA,mg/l,0.1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,Nitrogen,8/15/2018,KN,total,4.08,mg/l,NA,mg/l,0.1,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,Nitrogen,8/15/2018,KN,total,2.55,mg/l,NA,mg/l,0.1,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,Nitrogen,8/15/2018,KN,total,2.65,mg/l,NA,mg/l,0.1,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,Nitrogen,8/15/2018,KN,total,2.29,mg/l,NA,mg/l,0.1,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.0705,mg/l,8.00E-04,mg/l,0.005,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW_4.5-0.8-08152017-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.0321,mg/l,8.00E-04,mg/l,0.005,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW_T3-2.1-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.046,mg/l,8.00E-04,mg/l,0.005,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK_T13-0.7-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.0229,mg/l,8.00E-04,mg/l,0.005,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK_T15-0.1-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.0245,mg/l,8.00E-04,mg/l,0.005,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-DWAR-2.0,13-DWAR-2.0-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.05,mg/l,8.00E-04,mg/l,0.005,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.06,mg/l,8.00E-04,mg/l,0.005,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.06,mg/l,8.00E-04,mg/l,0.005,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.08,mg/l,8.00E-04,mg/l,0.005,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.07,mg/l,8.00E-04,mg/l,0.005,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,total,0.05,mg/l,8.00E-04,mg/l,0.005,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.71,mg/l,0.08,mg/l,0.1,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW_4.5-0.8-08152017-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.7,mg/l,0.08,mg/l,0.1,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW_T3-2.1-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.92,mg/l,0.08,mg/l,0.1,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK_T13-0.7-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.5,mg/l,0.08,mg/l,0.1,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK_T15-0.1-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.52,mg/l,0.08,mg/l,0.1,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-DWAR-2.0,13-DWAR-2.0-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.84,mg/l,0.08,mg/l,0.1,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.59,mg/l,0.08,mg/l,0.1,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.1,mg/l,0.08,mg/l,0.1,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.7,mg/l,0.08,mg/l,0.1,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.57,mg/l,0.08,mg/l,0.1,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.8,mg/l,0.08,mg/l,0.1,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.44,mg/l,0.08,mg/l,0.1,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-22.8,13-WALK-22.8-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.4,mg/l,0.08,mg/l,0.1,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-26.9,13-WALK-26.9-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,0.89,mg/l,0.08,mg/l,0.1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.55,mg/l,0.08,mg/l,0.1,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.2,mg/l,0.08,mg/l,0.1,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-08152018-W,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1.43,mg/l,0.08,mg/l,0.1,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-08152018,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,total,1,mg/l,0.08,mg/l,0.1,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.129,mg/l,NA,mg/l,0.01,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW_4.5-0.8-08152017-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.194,mg/l,NA,mg/l,0.01,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW_T3-2.1-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.01,mg/l,NA,mg/l,0.01,,R,Result should be less than the total,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK_T13-0.7-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.433,mg/l,NA,mg/l,0.01,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK_T15-0.1-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.286,mg/l,NA,mg/l,0.01,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-DWAR-2.0,13-DWAR-2.0-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.21,mg/l,NA,mg/l,0.01,,A,,41.62444,-74.19945,1306-0062,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-0.4,13-GUNK-0.4-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.16,mg/l,NA,mg/l,0.01,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.11,mg/l,NA,mg/l,0.01,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.38,mg/l,NA,mg/l,0.01,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-0.4,13-PKIL-0.4-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.22,mg/l,NA,mg/l,0.01,,A,,41.72528,-74.10472,1306-0044,B(T),NA,NA,NA,NA,Wallkill RAS 2018
13-TINW-0.5,13-TINW-0.5-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,0.16,mg/l,NA,mg/l,0.01,,A,,41.573251,-74.18353,1306-0068,A,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-19.0,13-WALK-19.0-08152018-W,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,total,2.47,mg/l,NA,mg/l,0.01,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill RAS 2018
